Assembly	r10_8bins_1_MP	r10_8bins_1_MP_helen	r10_8bins_1_r1_medaka	r10_8bins_1_r2_medaka	r10_8bins_1_racon_r1	r10_8bins_1_racon_r2	r10_8bins_1_raw	r10_8bins_2_MP	r10_8bins_2_MP_helen	r10_8bins_2_r1_medaka	r10_8bins_2_r2_medaka	r10_8bins_2_racon_r1	r10_8bins_2_racon_r2	r10_8bins_2_raw	r10_8bins_3_MP	r10_8bins_3_MP_helen	r10_8bins_3_r1_medaka	r10_8bins_3_r2_medaka	r10_8bins_3_racon_r1	r10_8bins_3_racon_r2	r10_8bins_3_raw
# misassemblies	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
  # contig misassemblies	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # c. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # c. translocations	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # c. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
  # scaffold misassemblies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. translocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	2845436	2845374	2845428	2845430	2845286	2845307	2843860	2845427	2845364	2845435	2845433	2845287	2845362	2843855	2845427	2845365	2845437	2845434	2845286	2845324	2843844
# possibly misassembled contigs	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
    # possible misassemblies	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	6
# local misassemblies	16	16	16	16	16	16	19	16	16	16	16	16	16	20	16	16	16	16	16	16	20
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassemblies caused by fragmented reference	19	19	19	19	19	19	11	19	19	19	19	19	19	11	19	19	19	19	19	19	10
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6
# mismatches	6986	7130	7072	7122	6741	6889	4170	6952	7158	6958	7005	6776	6773	4306	7007	7071	7076	6962	6536	6765	4098
# indels	446	438	406	399	633	612	3604	440	443	396	398	645	622	3532	439	447	407	391	595	597	3571
    # indels (<= 5 bp)	405	395	365	359	594	573	3568	400	402	356	358	604	585	3497	399	405	367	351	560	561	3535
    # indels (> 5 bp)	41	43	41	40	39	39	36	40	41	40	40	41	37	35	40	42	40	40	35	36	36
Indels length	2464	2465	2389	2381	2667	2638	6209	2404	2416	2302	2319	2646	2591	6066	2400	2429	2337	2303	2541	2521	6209
