Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_8bins_1_MP	7	7	7	7	24074745	24074745	24074745	24074745	7	4765396	24074745	3985829	44.80	43.82	4045595	4765396	2845436	4765396	3	1	5	1	34	1	4045595	13	0	0	6	0 + 7 part	19977211	99.999	1.028	0.00	97.52	11.16	788615	4097269	315065	257049	5	8
r10_8bins_1_MP_helen	7	7	7	7	24070729	24070729	24070729	24070729	7	4765339	24070729	3985829	44.80	43.82	4045615	4765339	2845374	4765339	3	1	5	1	34	1	4045615	13	0	0	6	0 + 7 part	19974489	99.999	1.028	0.00	95.57	11.09	788613	4095975	315071	257054	5	8
r10_8bins_1_r1_medaka	7	7	7	7	24072155	24072155	24072155	24072155	7	4765361	24072155	3985829	44.80	43.82	4045602	4765361	2845428	4765361	3	1	5	1	34	1	4045602	13	0	0	6	0 + 7 part	19974622	99.999	1.028	0.00	97.57	10.61	788616	4097268	315065	257054	5	8
r10_8bins_1_r2_medaka	7	7	7	7	24064354	24064354	24064354	24064354	7	4765365	24064354	3985829	44.80	43.82	4045598	4765365	2845430	4765365	3	1	5	1	34	1	4045598	13	0	0	6	0 + 7 part	19967791	99.999	1.028	0.00	96.29	10.69	788616	4096298	315065	257050	5	8
r10_8bins_1_racon_r1	7	7	7	7	24061185	24061185	24061185	24061185	7	4764689	24061185	3985829	44.79	43.82	4045293	4764689	2845286	4764689	3	1	5	1	34	1	4045293	13	0	0	6	0 + 7 part	19963276	99.999	1.028	0.00	99.93	21.53	788567	4097800	315033	257021	5	8
r10_8bins_1_racon_r2	7	7	7	7	24054036	24054036	24054036	24054036	7	4764726	24054036	3985829	44.79	43.82	4045319	4764726	2845307	4764726	3	1	5	1	34	1	4045319	13	0	0	6	0 + 7 part	19957481	99.999	1.028	0.00	97.27	19.62	788553	4096344	315039	257026	5	8
r10_8bins_1_raw	7	7	7	7	24061588	24061588	24061588	24061588	7	4763575	24061588	3985829	44.77	43.82	4043044	4763575	2843860	4763575	3	1	5	1	31	1	4043044	17	0	0	5	0 + 7 part	20003057	99.995	1.018	0.00	83.48	104.80	788102	4057979	314886	256904	5	8
r10_8bins_2_MP	7	7	7	7	24074631	24074631	24074631	24074631	7	4765403	24074631	3985829	44.80	43.82	4045596	4765403	2845427	4765403	3	1	5	1	34	1	4045596	13	0	0	6	0 + 7 part	19976807	99.999	1.028	0.00	97.75	11.37	788681	4097225	329482	257049	4	8
r10_8bins_2_MP_helen	7	7	7	7	24069339	24069339	24069339	24069339	7	4765334	24069339	3985829	44.80	43.82	4045616	4765334	2845364	4765334	3	1	5	1	34	1	4045616	13	0	0	6	0 + 7 part	19973097	99.999	1.028	0.00	95.47	11.21	788686	4095697	329468	257052	4	8
r10_8bins_2_r1_medaka	7	7	7	7	24071923	24071923	24071923	24071923	7	4765359	24071923	3985829	44.80	43.82	4045587	4765359	2845435	4765359	3	1	5	1	34	1	4045587	13	0	0	6	0 + 7 part	19975527	99.999	1.028	0.00	95.59	10.39	788689	4095851	329465	257051	4	8
