S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102755	ec_ill_ec_contig2	contig_100	99.99		True
local misassembly
310191	312944	102756	105509	ec_ill_ec_contig2	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303850	105599	ec_ill_ec_contig4	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306821	303851	ec_ill_ec_contig65	contig_100	99.9		True
local misassembly
1	1463	308681	307219	ec_ill_ec_contig65	contig_100	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309048	346347	ec_ill_ec_contig39	contig_100	99.99		True
local misassembly [fragmentation of reference genome]
22	350	346443	346771	ec_ill_ec_contig104	contig_100	91.19		True
indel: indel (> 5bp)
384	502	346772	346890	ec_ill_ec_contig104	contig_100	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346963	392268	ec_ill_ec_contig15	contig_100	99.94		True
local misassembly
45064	105217	392283	452436	ec_ill_ec_contig15	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452437	453668	ec_ill_ec_contig79	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453669	514081	ec_ill_ec_contig31	contig_100	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514269	857480	ec_ill_ec_contig1	contig_100	99.99		True
local misassembly
343563	393863	857481	907780	ec_ill_ec_contig1	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980740	907781	ec_ill_ec_contig16	contig_100	99.99		True
local misassembly
1	31383	1012123	980741	ec_ill_ec_contig16	contig_100	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015151	1012125	ec_ill_ec_contig65	contig_100	99.93		True
local misassembly
1	1463	1017018	1015555	ec_ill_ec_contig65	contig_100	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058569	1017289	ec_ill_ec_contig37	contig_100	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059490	1058570	ec_ill_ec_contig83	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059491	1206986	ec_ill_ec_contig7	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206987	1208910	ec_ill_ec_contig73	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209472	1208911	ec_ill_ec_contig91	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209473	1210117	ec_ill_ec_contig94	contig_100	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210371	1212099	ec_ill_ec_contig75	contig_100	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212548	1213033	ec_ill_ec_contig104	contig_100	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1221005	1213101	ec_ill_ec_contig60	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222127	1221006	ec_ill_ec_contig80	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93076	1222128	1315199	ec_ill_ec_contig20	contig_100	99.99		True
local misassembly
93043	93344	1315667	1315970	ec_ill_ec_contig20	contig_100	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1979	1315971	1317948	ec_ill_ec_contig73	contig_100	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1318510	1317949	ec_ill_ec_contig91	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1318511	1319136	ec_ill_ec_contig94	contig_100	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1319137	1390980	ec_ill_ec_contig25	contig_100	99.95		True
local misassembly [fragmentation of reference genome]
1	5324	1396413	1391088	ec_ill_ec_contig64	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396696	1412765	ec_ill_ec_contig53	contig_100	99.98		True
translocation
26703	27345	1412766	1413408	ec_ill_ec_contig46	contig_100	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1413409	1413863	ec_ill_ec_contig101	contig_100	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1416445	1413864	ec_ill_ec_contig70	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416728	1419152	ec_ill_ec_contig72	contig_100	100.0		True
translocation
4875	5324	1419153	1419602	ec_ill_ec_contig64	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1420315	1419705	ec_ill_ec_contig25	contig_100	97.25		True
translocation
1	22687	1443002	1420316	ec_ill_ec_contig48	contig_100	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1443003	1443562	ec_ill_ec_contig92	contig_100	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
