S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	200282	200291	1	ec_ill_ec_contig2	contig_36	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	200292	200782	ec_ill_ec_contig98	contig_36	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	15362	216161	200783	ec_ill_ec_contig54	contig_36	99.74		True
fake: not a misassembly [fragmentation of reference genome]
22	507	216714	216229	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	97294	314100	216810	ec_ill_ec_contig19	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2582	314101	316625	ec_ill_ec_contig71	contig_36	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	576	316841	317416	ec_ill_ec_contig95	contig_36	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	317417	325109	ec_ill_ec_contig61	contig_36	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	325564	325110	ec_ill_ec_contig101	contig_36	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	352908	325565	ec_ill_ec_contig46	contig_36	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	352909	353482	ec_ill_ec_contig96	contig_36	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
569	912	353826	353483	ec_ill_ec_contig85	contig_36	93.66		True
translocation
1	1970	355796	353827	ec_ill_ec_contig74	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	356770	355797	ec_ill_ec_contig82	contig_36	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14377	356771	371147	ec_ill_ec_contig55	contig_36	99.97		True
translocation
1	384	371531	371148	ec_ill_ec_contig50	contig_36	98.97		True
fake: not a misassembly [fragmentation of reference genome]
124743	125137	372045	371651	ec_ill_ec_contig9	contig_36	97.18		True
translocation
1	18741	372046	390784	ec_ill_ec_contig51	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	391337	390852	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	31688	391433	423120	ec_ill_ec_contig42	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	12868	435987	423121	ec_ill_ec_contig57	contig_36	99.99		True
local misassembly [fragmentation of reference genome]
22	507	436083	436568	ec_ill_ec_contig104	contig_36	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	98775	535408	436636	ec_ill_ec_contig18	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	536640	535409	ec_ill_ec_contig79	contig_36	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
57763	229060	707937	536641	ec_ill_ec_contig3	contig_36	100.0		True
local misassembly
1	57666	765602	707938	ec_ill_ec_contig3	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	765603	766176	ec_ill_ec_contig96	contig_36	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
551	912	766538	766177	ec_ill_ec_contig85	contig_36	94.88		True
translocation
56	550	767033	766539	ec_ill_ec_contig102	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	767625	767034	ec_ill_ec_contig93	contig_36	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	767626	768464	ec_ill_ec_contig88	contig_36	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	769547	768465	ec_ill_ec_contig82	contig_36	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	769548	770412	ec_ill_ec_contig87	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	770413	770937	ec_ill_ec_contig100	contig_36	99.66		True
fake: not a misassembly [fragmentation of reference genome]
18517	19021	771889	771385	ec_ill_ec_contig50	contig_36	94.43		True
translocation
1	13785	771890	785674	ec_ill_ec_contig56	contig_36	100.0		True
fake: not a misassembly [fragmentation of reference genome]
22	507	786227	785742	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	292	787090	787381	ec_ill_ec_contig13	contig_36	97.96		True
translocation
9004	9482	787382	787860	ec_ill_ec_contig55	contig_36	96.15		True
translocation
1	595	787861	788455	ec_ill_ec_contig99	contig_36	100.0		True
translocation
70844	71136	788661	788953	ec_ill_ec_contig26	contig_36	99.32		True
fake: not a misassembly [fragmentation of reference genome]
1	395	789073	789467	ec_ill_ec_contig9	contig_36	96.9		True
translocation
1	70438	789468	859904	ec_ill_ec_contig27	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	859905	861026	ec_ill_ec_contig80	contig_36	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38051	899076	861027	ec_ill_ec_contig38	contig_36	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	902808	899690	ec_ill_ec_contig69	contig_36	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	71131	903690	974851	ec_ill_ec_contig26	contig_36	99.94		True
local misassembly [fragmentation of reference genome]
1	125137	974976	1100108	ec_ill_ec_contig9	contig_36	99.97		True
fake: not a misassembly [fragmentation of reference genome]
