Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_8bins_1_MP	74	74	4	70	0	0	0	0	0	1	1947326	1	36	11	0	0	66	6	4817	205	155	50	2705
r10_8bins_1_MP_helen	73	73	3	70	0	0	0	0	0	1	1946182	1	36	15	0	0	66	6	4821	277	227	50	2757
r10_8bins_1_r1_medaka	73	73	3	70	0	0	0	0	0	1	1945604	1	34	27	0	0	65	6	5214	257	206	51	2808
r10_8bins_1_r2_medaka	77	77	5	72	0	0	0	0	0	1	1937700	1	36	30	0	0	66	6	5251	253	199	54	2881
r10_8bins_1_racon_r1	73	73	3	70	0	0	0	0	0	1	1935646	1	36	44	0	0	63	6	4819	1036	956	80	5168
r10_8bins_1_racon_r2	80	80	6	74	0	0	0	0	0	1	1928318	1	34	39	0	0	63	6	4821	956	886	70	4754
r10_8bins_1_raw	77	77	4	73	0	0	0	0	0	1	1945672	1	46	33	0	0	36	6	6498	6226	6124	102	11068
r10_8bins_2_MP	74	74	4	70	0	0	0	0	0	1	1947356	1	36	11	0	0	66	6	4824	212	161	51	2731
r10_8bins_2_MP_helen	73	73	3	70	0	0	0	0	0	1	1945118	1	38	14	0	0	66	6	4798	194	139	55	2747
r10_8bins_2_r1_medaka	76	76	3	73	0	0	0	0	0	1	1945358	1	32	25	0	0	65	6	5429	304	257	47	2830
r10_8bins_2_r2_medaka	79	79	7	72	0	0	0	0	0	1	1936107	1	36	28	0	0	63	6	5120	233	175	58	3095
r10_8bins_2_racon_r1	75	75	3	72	0	0	0	0	0	1	1935574	1	34	43	0	0	65	6	4871	955	882	73	4820
r10_8bins_2_racon_r2	82	82	6	76	0	0	0	0	0	1	1929159	1	28	35	0	0	62	6	4905	930	856	74	4879
r10_8bins_2_raw	75	75	4	71	0	0	0	0	0	1	1945498	1	42	30	0	0	40	6	6718	6345	6244	101	11281
r10_8bins_3_MP	74	74	4	70	0	0	0	0	0	1	1947365	1	36	12	0	0	66	6	4793	210	161	49	2605
r10_8bins_3_MP_helen	74	74	3	71	0	0	0	0	0	1	1944965	1	38	16	0	0	65	6	4758	269	208	61	3006
r10_8bins_3_r1_medaka	76	76	3	73	0	0	0	0	0	1	1945429	1	32	21	0	0	63	6	5738	341	293	48	2789
r10_8bins_3_r2_medaka	78	78	5	73	0	0	0	0	0	1	1938538	1	38	30	0	0	65	6	4962	194	143	51	2729
r10_8bins_3_racon_r1	79	79	3	76	0	0	0	0	0	1	1934631	1	32	46	0	0	62	6	4830	1022	955	67	4912
r10_8bins_3_racon_r2	83	83	5	78	0	0	0	0	0	1	1930127	1	28	32	0	0	61	6	4836	965	898	67	4306
r10_8bins_3_raw	77	77	4	73	0	0	0	0	0	1	1945410	1	46	33	0	0	40	6	6527	6308	6206	102	11182
