Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_2bins_1_MP	15	15	0	13	2	0	0	0	0	1	4758965	1	6	8	0	0	14	6	19449	1021	922	99	5614
r10_2bins_1_MP_helen	15	15	0	13	2	0	0	0	0	1	4757933	1	4	8	0	0	14	6	19265	777	678	99	5387
r10_2bins_1_r1_medaka	15	15	0	13	2	0	0	0	0	1	4758577	1	4	8	0	0	14	6	19189	534	444	90	4966
r10_2bins_1_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758103	1	4	8	0	0	14	6	19225	528	438	90	4959
r10_2bins_1_racon_r1	15	15	0	13	2	0	0	0	0	1	4757936	1	4	8	0	0	14	6	19757	1711	1619	92	6279
r10_2bins_1_racon_r2	15	15	0	13	2	0	0	0	0	1	4757875	1	4	8	0	0	14	6	19504	1607	1516	91	6132
r10_2bins_1_raw	19	19	0	17	2	0	0	0	0	1	4756113	1	16	27	0	0	8	6	21641	10376	10206	170	18665
r10_2bins_2_MP	15	15	0	13	2	0	0	0	0	1	4758986	1	6	8	0	0	14	6	19512	1032	934	98	5629
r10_2bins_2_MP_helen	15	15	0	13	2	0	0	0	0	1	4758029	1	4	8	0	0	14	6	19310	742	644	98	5294
r10_2bins_2_r1_medaka	15	15	0	13	2	0	0	0	0	1	4758599	1	4	8	0	0	14	6	19205	534	444	90	4967
r10_2bins_2_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758140	1	4	8	0	0	14	6	19198	543	453	90	4974
r10_2bins_2_racon_r1	15	15	0	13	2	0	0	0	0	1	4757918	1	6	7	0	0	14	6	19721	1728	1637	91	6342
r10_2bins_2_racon_r2	15	15	0	13	2	0	0	0	0	1	4757909	1	4	8	0	0	14	6	19766	1598	1507	91	6133
r10_2bins_2_raw	18	18	0	16	2	0	0	0	0	1	4756067	1	14	22	0	0	10	6	21394	10393	10222	171	18902
r10_2bins_3_MP	15	15	0	13	2	0	0	0	0	1	4758962	1	6	8	0	0	14	6	19293	1014	917	97	5575
r10_2bins_3_MP_helen	16	16	0	14	2	0	0	0	0	1	4757806	1	4	8	0	0	14	6	19178	759	657	102	5340
r10_2bins_3_r1_medaka	15	15	0	13	2	0	0	0	0	1	4758586	1	4	8	0	0	14	6	19202	540	450	90	4976
r10_2bins_3_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758100	1	4	8	0	0	14	6	19197	534	444	90	4968
r10_2bins_3_racon_r1	15	15	0	13	2	0	0	0	0	1	4757923	1	6	7	0	0	14	6	19640	1735	1644	91	6345
r10_2bins_3_racon_r2	15	15	0	13	2	0	0	0	0	1	4757852	1	4	8	0	0	14	6	19725	1621	1531	90	6151
r10_2bins_3_raw	18	18	0	16	2	0	0	0	0	1	4756051	1	14	22	0	0	10	6	21728	10529	10353	176	19190
