All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                                        r10_2bins_1_MP  r10_2bins_1_MP_helen  r10_2bins_1_r1_medaka  r10_2bins_1_r2_medaka  r10_2bins_1_racon_r1  r10_2bins_1_racon_r2  r10_2bins_1_raw  r10_2bins_2_MP  r10_2bins_2_MP_helen  r10_2bins_2_r1_medaka  r10_2bins_2_r2_medaka  r10_2bins_2_racon_r1  r10_2bins_2_racon_r2  r10_2bins_2_raw  r10_2bins_3_MP  r10_2bins_3_MP_helen  r10_2bins_3_r1_medaka  r10_2bins_3_r2_medaka  r10_2bins_3_racon_r1  r10_2bins_3_racon_r2  r10_2bins_3_raw
# misassemblies                                 168             167                   168                    172                    167                   174                   176              170             167                   167                    171                    168                   172                   177              170             168                   167                    170                    168                   174                   174            
  # contig misassemblies                        168             167                   168                    172                    167                   174                   176              170             167                   167                    171                    168                   172                   177              170             168                   167                    170                    168                   174                   174            
    # c. relocations                            5               4                     4                      8                      4                     9                     5                6               4                     4                      7                      4                     7                     5                6               4                     4                      6                      4                     7                     5              
    # c. translocations                         161             161                   162                    162                    161                   163                   167              162             161                   161                    162                    162                   163                   168              162             162                   161                    162                    162                   165                   165            
    # c. inversions                             2               2                     2                      2                      2                     2                     2                2               2                     2                      2                      2                     2                     2                2               2                     2                      2                      2                     2                     2              
    # c. interspecies translocations            0               0                     0                      0                      0                     0                     2                0               0                     0                      0                      0                     0                     2                0               0                     0                      0                      0                     0                     2              
  # scaffold misassemblies                      0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
    # s. relocations                            0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
    # s. translocations                         0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
    # s. inversions                             0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
    # s. interspecies translocations            0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
# misassembled contigs                          8               8                     8                      8                      8                     8                     8                8               8                     8                      8                      8                     8                     8                8               8                     8                      8                      8                     8                     8              
Misassembled contigs length                     30867659        30863086              30864993               30854445               30851823              30845869              30849737         30867164        30863526              30865115               30854432               30853169              30847042              30850562         30867063        30862897              30865071               30855474               30852231              30845818              30850200       
# possibly misassembled contigs                 7               7                     7                      7                      7                     7                     8                7               7                     7                      7                      7                     7                     8                7               7                     7                      7                      7                     7                     8              
    # possible misassemblies                    100             98                    98                     102                    98                    96                    166              98              98                    98                     98                     100                   94                    172              98              98                    96                     98                     100                   94                    170            
# local misassemblies                           117             121                   136                    135                    149                   140                   203              115             116                   132                    136                    152                   141                   206              117             119                   133                    137                    150                   141                   207            
# scaffold gap ext. mis.                        0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
# scaffold gap loc. mis.                        0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
# misassemblies caused by fragmented reference  253             253                   251                    252                    250                   250                   176              252             253                   251                    252                    249                   250                   172              252             253                   252                    252                    249                   251                   171            
# unaligned mis. contigs                        0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0                0               0                     0                      0                      0                     0                     0              
# mismatches                                    53196           51107                 53303                  53074                  53170                 54508                 81857            53576           51091                 53664                  53240                  53684                 54026                 82359            53587           51076                 53521                  53062                  53860                 54394                 83010          
# indels                                        11673           7199                  8097                   7954                   19089                 18128                 92718            11688           7169                  8068                   8050                   19402                 17872                 93600            11717           7195                  8036                   7965                   19438                 17601                 93758          
    # indels (<= 5 bp)                          11023           6558                  7498                   7352                   18443                 17481                 91507            11045           6522                  7471                   7457                   18747                 17239                 92393            11080           6536                  7435                   7363                   18779                 16961                 92528          
    # indels (> 5 bp)                           650             641                   599                    602                    646                   647                   1211             643             647                   597                    593                    655                   633                   1207             637             659                   601                    602                    659                   640                   1230           
Indels length                                   45771           41100                 40888                  40954                  56401                 55059                 156481           45904           41301                 41088                  40840                  57155                 54534                 158278           45494           41297                 41029                  41047                  57392                 54271                 158210         
