Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_v2_1_MP	2	2	0	2	0	0	0	0	0	1	2992095	1	8	7	0	0	16	6	6763	650	625	25	1956
r10_1bin_v2_1_MP_helen	2	2	0	2	0	0	0	0	0	1	2992079	1	8	7	0	0	16	6	6927	656	630	26	1967
r10_1bin_v2_1_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992073	1	8	7	0	0	16	6	6906	645	621	24	1937
r10_1bin_v2_1_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992075	1	8	7	0	0	16	6	6786	657	632	25	1972
r10_1bin_v2_1_racon_r1	2	2	0	2	0	0	0	0	0	1	2991950	1	8	7	0	0	16	6	6675	939	914	25	2338
r10_1bin_v2_1_racon_r2	2	2	0	2	0	0	0	0	0	1	2991981	1	8	7	0	0	16	6	6782	893	867	26	2285
r10_1bin_v2_1_raw	2	2	0	2	0	0	0	0	0	1	2990263	2	9	13	0	0	11	7	4080	3358	3331	27	5240
r10_1bin_v2_2_MP	2	2	0	2	0	0	0	0	0	1	2992085	1	8	7	0	0	16	6	6807	651	627	24	1951
r10_1bin_v2_2_MP_helen	2	2	0	2	0	0	0	0	0	1	2992067	1	8	7	0	0	16	6	6983	657	632	25	1965
r10_1bin_v2_2_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992071	1	8	7	0	0	16	6	6786	658	633	25	1974
r10_1bin_v2_2_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992073	1	8	7	0	0	16	6	6656	648	623	25	1953
r10_1bin_v2_2_racon_r1	2	2	0	2	0	0	0	0	0	1	2991978	1	8	7	0	0	16	6	6652	944	918	26	2371
r10_1bin_v2_2_racon_r2	2	2	0	2	0	0	0	0	0	1	2991952	1	8	7	0	0	16	6	6671	871	846	25	2219
r10_1bin_v2_2_raw	2	2	0	2	0	0	0	0	0	1	2990631	2	9	14	0	0	10	7	4417	3432	3405	27	5280
r10_1bin_v2_3_MP	2	2	0	2	0	0	0	0	0	1	2992051	1	8	7	0	0	16	6	6784	651	627	24	1948
r10_1bin_v2_3_MP_helen	2	2	0	2	0	0	0	0	0	1	2992049	1	8	7	0	0	16	6	6932	655	630	25	1955
r10_1bin_v2_3_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992047	1	8	7	0	0	16	6	6963	660	635	25	1975
r10_1bin_v2_3_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992047	1	8	7	0	0	16	6	6902	648	624	24	1939
r10_1bin_v2_3_racon_r1	2	2	0	2	0	0	0	0	0	1	2991957	1	8	7	0	0	16	6	6711	952	927	25	2354
r10_1bin_v2_3_racon_r2	2	2	0	2	0	0	0	0	0	1	2991941	1	8	7	0	0	16	6	6747	896	871	25	2254
r10_1bin_v2_3_raw	2	2	0	2	0	0	0	0	0	1	2990406	2	9	15	0	0	10	7	4147	3461	3432	29	5343
