All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                                        r10_1bin_v2_1_MP  r10_1bin_v2_1_MP_helen  r10_1bin_v2_1_r1_medaka  r10_1bin_v2_1_r2_medaka  r10_1bin_v2_1_racon_r1  r10_1bin_v2_1_racon_r2  r10_1bin_v2_1_raw  r10_1bin_v2_2_MP  r10_1bin_v2_2_MP_helen  r10_1bin_v2_2_r1_medaka  r10_1bin_v2_2_r2_medaka  r10_1bin_v2_2_racon_r1  r10_1bin_v2_2_racon_r2  r10_1bin_v2_2_raw  r10_1bin_v2_3_MP  r10_1bin_v2_3_MP_helen  r10_1bin_v2_3_r1_medaka  r10_1bin_v2_3_r2_medaka  r10_1bin_v2_3_racon_r1  r10_1bin_v2_3_racon_r2  r10_1bin_v2_3_raw
# misassemblies                                 2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
  # contig misassemblies                        2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
    # c. relocations                            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # c. translocations                         2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
    # c. inversions                             0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
  # scaffold misassemblies                      0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. relocations                            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. translocations                         0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. inversions                             0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassembled contigs                          1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length                     2992095           2992079                 2992073                  2992075                  2991950                 2991981                 2990263            2992085           2992067                 2992071                  2992073                  2991978                 2991952                 2990631            2992051           2992049                 2992047                  2992047                  2991957                 2991941                 2990406          
# possibly misassembled contigs                 1                 1                       1                        1                        1                       1                       2                  1                 1                       1                        1                        1                       1                       2                  1                 1                       1                        1                        1                       1                       2                
    # possible misassemblies                    8                 8                       8                        8                        8                       8                       9                  8                 8                       8                        8                        8                       8                       9                  8                 8                       8                        8                        8                       8                       9                
# local misassemblies                           7                 7                       7                        7                        7                       7                       13                 7                 7                       7                        7                        7                       7                       14                 7                 7                       7                        7                        7                       7                       15               
# scaffold gap ext. mis.                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassemblies caused by fragmented reference  16                16                      16                       16                       16                      16                      11                 16                16                      16                       16                       16                      16                      10                 16                16                      16                       16                       16                      16                      10               
# unaligned mis. contigs                        6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                
# mismatches                                    6763              6927                    6906                     6786                     6675                    6782                    4080               6807              6983                    6786                     6656                     6652                    6671                    4417               6784              6932                    6963                     6902                     6711                    6747                    4147             
# indels                                        650               656                     645                      657                      939                     893                     3358               651               657                     658                      648                      944                     871                     3432               651               655                     660                      648                      952                     896                     3461             
    # indels (<= 5 bp)                          625               630                     621                      632                      914                     867                     3331               627               632                     633                      623                      918                     846                     3405               627               630                     635                      624                      927                     871                     3432             
    # indels (> 5 bp)                           25                26                      24                       25                       25                      26                      27                 24                25                      25                       25                       26                      25                      27                 24                25                      25                       24                       25                      25                      29               
Indels length                                   1956              1967                    1937                     1972                     2338                    2285                    5240               1951              1965                    1974                     1953                     2371                    2219                    5280               1948              1955                    1975                     1939                     2354                    2254                    5343             
