Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_v4_1_MP	73	73	3	70	0	0	0	0	0	1	1947266	1	36	12	0	0	66	6	4853	214	164	50	2731
r10_1bin_v4_1_MP_helen	73	73	3	70	0	0	0	0	0	1	1946666	1	36	13	0	1	66	6	4839	293	237	56	2830
r10_1bin_v4_1_r1_medaka	74	74	3	71	0	0	0	0	0	1	1946507	1	34	28	0	0	65	6	5396	417	369	48	2818
r10_1bin_v4_1_r2_medaka	80	80	8	72	0	0	0	0	0	1	1936457	1	34	28	0	0	65	6	5235	465	417	48	2969
r10_1bin_v4_1_racon_r1	74	74	3	71	0	0	0	0	0	1	1935141	1	34	44	0	0	64	6	4804	1073	997	76	5123
r10_1bin_v4_1_racon_r2	83	83	8	75	0	0	0	0	0	1	1928687	1	30	34	0	0	64	6	4864	969	891	78	4732
r10_1bin_v4_1_raw	75	75	4	71	0	0	0	0	0	1	1945673	1	42	29	0	0	36	6	6599	6286	6181	105	11247
r10_1bin_v4_2_MP	74	74	4	70	0	0	0	0	0	1	1947348	1	36	11	0	0	66	6	4871	207	157	50	2721
r10_1bin_v4_2_MP_helen	73	73	3	70	0	0	0	0	0	1	1946223	1	36	13	0	0	66	6	4848	305	248	57	2992
r10_1bin_v4_2_r1_medaka	74	74	3	71	0	0	0	0	0	1	1946508	1	34	28	0	0	65	6	5354	418	370	48	2821
r10_1bin_v4_2_r2_medaka	80	80	8	72	0	0	0	0	0	1	1936339	1	32	30	0	0	65	6	5301	435	382	53	3198
r10_1bin_v4_2_racon_r1	74	74	3	71	0	0	0	0	0	1	1935113	1	34	44	0	0	63	6	4883	1084	1004	80	5183
r10_1bin_v4_2_racon_r2	82	82	8	74	0	0	0	0	0	1	1927460	1	28	37	0	0	63	6	4928	972	898	74	4983
r10_1bin_v4_2_raw	75	75	4	71	0	0	0	0	0	1	1945673	1	42	28	0	0	37	6	6521	6285	6179	106	11367
r10_1bin_v4_3_MP	74	74	4	70	0	0	0	0	0	1	1947385	1	36	12	0	0	66	6	4894	212	164	48	2600
r10_1bin_v4_3_MP_helen	73	73	3	70	0	0	0	0	0	1	1946387	1	36	12	0	0	66	6	4843	183	131	52	2712
r10_1bin_v4_3_r1_medaka	74	74	3	71	0	0	0	0	0	1	1945652	1	34	28	0	0	64	6	5499	446	398	48	2959
r10_1bin_v4_3_r2_medaka	77	77	7	70	0	0	0	0	0	1	1933881	1	36	30	0	0	66	6	5091	394	343	51	2930
r10_1bin_v4_3_racon_r1	74	74	3	71	0	0	0	0	0	1	1935632	1	36	44	0	0	64	6	4896	1038	968	70	4893
r10_1bin_v4_3_racon_r2	80	80	7	73	0	0	0	0	0	1	1927607	1	30	32	0	0	64	6	4872	1008	939	69	4544
r10_1bin_v4_3_raw	76	76	4	72	0	0	0	0	0	1	1945498	1	40	30	0	0	39	6	6726	6301	6199	102	11317
