Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_2bins_1_MP	7	7	7	7	24075406	24075406	24075406	24075406	7	4766016	24075406	4738357	44.80	52.15	4045595	4766016	2845426	4766016	3	1	5	1	15	1	4758965	8	0	0	6	0 + 7 part	19037361	98.920	1.075	0.00	415.04	21.79	1342513	5035703	745420	611519	3	5
r10_2bins_1_MP_helen	7	7	7	7	24070890	24070890	24070890	24070890	7	4765867	24070890	4738357	44.80	52.15	4045617	4765867	2845369	4765867	3	1	5	1	15	1	4757933	8	0	0	6	0 + 7 part	19034052	98.920	1.075	0.00	411.12	16.58	1342441	5034496	745358	611505	3	5
r10_2bins_1_r1_medaka	7	7	7	7	24072753	24072753	24072753	24072753	7	4765431	24072753	4738357	44.80	52.15	4045595	4765431	2845429	4765431	3	1	5	1	15	1	4758577	8	0	0	6	0 + 7 part	19035902	98.920	1.075	0.00	409.50	11.40	1342470	5034508	745367	611515	3	5
r10_2bins_1_r2_medaka	7	7	7	7	24062203	24062203	24062203	24062203	7	4765364	24062203	4738357	44.80	52.15	4045588	4765364	2845431	4765364	3	1	5	1	15	1	4758103	8	0	0	6	0 + 7 part	19025507	98.920	1.075	0.00	410.26	11.27	1342475	5031877	745370	611515	3	5
r10_2bins_1_racon_r1	7	7	7	7	24060263	24060263	24060263	24060263	7	4764829	24060263	4738357	44.79	52.15	4045225	4764829	2845288	4764829	3	1	5	1	15	1	4757936	8	0	0	6	0 + 7 part	19020706	98.920	1.075	0.00	421.62	36.51	1342282	5037213	745263	611458	3	5
r10_2bins_1_racon_r2	7	7	7	7	24054195	24054195	24054195	24054195	7	4764690	24054195	4738357	44.78	52.15	4045305	4764690	2845343	4764690	3	1	5	1	15	1	4757875	8	0	0	6	0 + 7 part	19017456	98.920	1.075	0.00	416.22	34.29	1342306	5034396	745290	611445	3	5
r10_2bins_1_raw	7	7	7	7	28130867	28130867	28130867	28130867	7	6787718	28130867	4738357	51.10	52.15	4756113	6787718	2990676	6787718	3	1	5	1	19	1	4756113	27	0	0	6	0 + 7 part	23173193	98.891	1.058	0.00	461.96	221.49	1341368	4955585	745148	432793	3	5
r10_2bins_2_MP	7	7	7	7	24074923	24074923	24074923	24074923	7	4765469	24074923	4738357	44.80	52.15	4045604	4765469	2845426	4765469	3	1	5	1	15	1	4758986	8	0	0	6	0 + 7 part	19036005	98.920	1.075	0.00	416.39	22.02	1342526	5036576	745421	611518	3	5
r10_2bins_2_MP_helen	7	7	7	7	24071344	24071344	24071344	24071344	7	4765339	24071344	4738357	44.80	52.15	4045620	4765339	2845369	4765339	3	1	5	1	15	1	4758029	8	0	0	6	0 + 7 part	19033605	98.920	1.075	0.00	412.08	15.83	1342441	5035397	745356	611511	3	5
r10_2bins_2_r1_medaka	7	7	7	7	24072870	24072870	24072870	24072870	7	4765413	24072870	4738357	44.80	52.15	4045593	4765413	2845430	4765413	3	1	5	1	15	1	4758599	8	0	0	6	0 + 7 part	19035810	98.920	1.075	0.00	409.84	11.40	1342477	5034717	745372	611517	3	5
r10_2bins_2_r2_medaka	7	7	7	7	24062184	24062184	24062184	24062184	7	4765389	24062184	4738357	44.80	52.15	4045591	4765389	2845431	4765389	3	1	5	1	15	1	4758140	8	0	0	6	0 + 7 part	19025692	98.920	1.075	0.00	409.69	11.59	1342475	5034148	745370	611516	3	5
r10_2bins_2_racon_r1	7	7	7	7	24061558	24061558	24061558	24061558	7	4765359	24061558	4738357	44.79	52.15	4045221	4765359	2845286	4765359	3	1	5	1	15	1	4757918	7	0	0	6	0 + 7 part	19022417	98.920	1.075	0.00	420.85	36.88	1342189	5036784	745266	611458	3	5
r10_2bins_2_racon_r2	7	7	7	7	24055354	24055354	24055354	24055354	7	4764750	24055354	4738357	44.79	52.15	4045309	4764750	2845339	4764750	3	1	5	1	15	1	4757909	8	0	0	6	0 + 7 part	19015805	98.920	1.075	0.00	421.81	34.10	1342321	5037205	745286	611460	3	5
r10_2bins_2_raw	7	7	7	7	28131695	28131695	28131695	28131695	7	6788581	28131695	4738357	51.10	52.15	4756067	6788581	2990627	6788581	3	1	5	1	18	1	4756067	22	0	0	6	0 + 7 part	23179839	98.893	1.057	0.00	456.67	221.85	1341465	4949697	744976	433975	3	5
r10_2bins_3_MP	7	7	7	7	24074822	24074822	24074822	24074822	7	4765404	24074822	4738357	44.80	52.15	4045604	4765404	2845426	4765404	3	1	5	1	15	1	4758962	8	0	0	6	0 + 7 part	19038070	98.920	1.075	0.00	411.71	21.64	1342514	5034410	745403	611503	3	5
r10_2bins_3_MP_helen	7	7	7	7	24070715	24070715	24070715	24070715	7	4765326	24070715	4738357	44.80	52.15	4045624	4765326	2845369	4765326	3	1	5	1	16	1	4757806	8	0	0	6	0 + 7 part	19034427	98.919	1.075	0.00	409.27	16.20	1342443	5034001	745357	611467	3	5
r10_2bins_3_r1_medaka	7	7	7	7	24072827	24072827	24072827	24072827	7	4765369	24072827	4738357	44.80	52.15	4045591	4765369	2845430	4765369	3	1	5	1	15	1	4758586	8	0	0	6	0 + 7 part	19035744	98.920	1.075	0.00	409.77	11.52	1342476	5034740	745371	611516	3	5
r10_2bins_3_r2_medaka	7	7	7	7	24063225	24063225	24063225	24063225	7	4765362	24063225	4738357	44.80	52.15	4045594	4765362	2845431	4765362	3	1	5	1	15	1	4758100	8	0	0	6	0 + 7 part	19026643	98.920	1.075	0.00	409.67	11.40	1342475	5034238	745370	611516	3	5
r10_2bins_3_racon_r1	7	7	7	7	24060618	24060618	24060618	24060618	7	4764572	24060618	4738357	44.79	52.15	4045221	4764572	2845286	4764572	3	1	5	1	15	1	4757923	7	0	0	6	0 + 7 part	19022150	98.920	1.075	0.00	419.12	37.03	1342192	5036123	745275	611438	3	5
r10_2bins_3_racon_r2	7	7	7	7	24054198	24054198	24054198	24054198	7	4764639	24054198	4738357	44.78	52.15	4045286	4764639	2845339	4764639	3	1	5	1	15	1	4757852	8	0	0	6	0 + 7 part	19014651	98.920	1.075	0.00	420.93	34.59	1342311	5037201	745284	611427	3	5
r10_2bins_3_raw	7	7	7	7	28131333	28131333	28131333	28131333	7	6788581	28131333	4738357	51.10	52.15	4756051	6788581	2990627	6788581	3	1	5	1	18	1	4756051	22	0	0	6	0 + 7 part	23176351	98.896	1.058	0.00	463.79	224.74	1341434	4952804	744979	433862	3	5
