ef_ill_ef_contig29	contig_48
pa_ill_pa_contig11	contig_167
pa_ill_pa_contig10	contig_167
pa_ill_pa_contig13	contig_167
pa_ill_pa_contig12	contig_167
pa_ill_pa_contig15	contig_167
pa_ill_pa_contig14	contig_167
pa_ill_pa_contig17	contig_167
pa_ill_pa_contig16	contig_167
pa_ill_pa_contig19	contig_167
pa_ill_pa_contig18	contig_167
bs_ill_bs_contig1326	contig_21	contig_2	contig_42
pa_ill_pa_contig81	contig_167
lm_ill_lm_contig2	contig_21
lm_ill_lm_contig5	contig_21
lf_ill_lf_contig28	contig_22
lf_ill_lf_contig29	contig_22
lf_ill_lf_contig26	contig_22
lf_ill_lf_contig27	contig_22
lf_ill_lf_contig24	contig_22
lf_ill_lf_contig25	contig_22
lf_ill_lf_contig22	contig_22
lf_ill_lf_contig23	contig_22
lf_ill_lf_contig20	contig_22
lf_ill_lf_contig21	contig_22
ef_ill_ef_contig13	contig_48
lm_ill_lm_contig4	contig_21
sa_ill_sa_contig10	contig_42
ef_ill_ef_contig11	contig_48
ec_ill_ec_contig97	contig_33
pa_ill_pa_contig77	contig_167
ec_ill_ec_contig95	contig_33
ec_ill_ec_contig94	contig_33
ec_ill_ec_contig93	contig_33
ec_ill_ec_contig92	contig_33
ec_ill_ec_contig91	contig_33
ec_ill_ec_contig78	contig_33
sa_ill_sa_contig28	contig_42
ec_ill_ec_contig99	contig_33
ec_ill_ec_contig98	contig_33
ef_ill_ef_contig10	contig_48
sa_ill_sa_contig29	contig_42
ef_ill_ef_contig15	contig_48
pa_ill_pa_contig72	contig_167
lf_ill_lf_contig7	contig_22
lf_ill_lf_contig6	contig_22
lf_ill_lf_contig5	contig_22
lf_ill_lf_contig4	contig_22
lf_ill_lf_contig3	contig_22
lf_ill_lf_contig2	contig_22
lf_ill_lf_contig1	contig_22
pa_ill_pa_contig70	contig_167
lf_ill_lf_contig9	contig_22
lf_ill_lf_contig8	contig_22
ef_ill_ef_contig1	contig_48
ec_ill_ec_contig71	contig_33
ef_ill_ef_contig3	contig_48
ef_ill_ef_contig2	contig_21	contig_2	contig_48
pa_ill_pa_contig59	contig_167
pa_ill_pa_contig58	contig_167
ef_ill_ef_contig7	contig_48
sa_ill_sa_contig23	contig_2	contig_42
pa_ill_pa_contig55	contig_167
pa_ill_pa_contig54	contig_167
pa_ill_pa_contig57	contig_167
pa_ill_pa_contig56	contig_167
pa_ill_pa_contig51	contig_167
pa_ill_pa_contig50	contig_167
pa_ill_pa_contig53	contig_167
pa_ill_pa_contig52	contig_167
sa_ill_sa_contig21	contig_42
bs_ill_bs_contig1250	contig_2
sa_ill_sa_contig26	contig_2	contig_42
ef_ill_ef_contig12	contig_48
sa_ill_sa_contig27	contig_42
ec_ill_ec_contig77	contig_33
sa_ill_sa_contig25	contig_21	contig_2	contig_42
sa_ill_sa_contig15	contig_42
bs_ill_bs_contig11	contig_2
bs_ill_bs_contig10	contig_2
bs_ill_bs_contig13	contig_21	contig_2	contig_42	contig_48
bs_ill_bs_contig12	contig_2
bs_ill_bs_contig15	contig_21	contig_2
bs_ill_bs_contig14	contig_2
bs_ill_bs_contig17	contig_2
bs_ill_bs_contig16	contig_2
bs_ill_bs_contig19	contig_2
bs_ill_bs_contig18	contig_2
sa_ill_sa_contig13	contig_42
sa_ill_sa_contig12	contig_42
sa_ill_sa_contig11	contig_42
lm_ill_lm_contig1	contig_21	contig_2	contig_48
lf_ill_lf_contig70	contig_22
lm_ill_lm_contig3	contig_21
lf_ill_lf_contig72	contig_22
lf_ill_lf_contig75	contig_22
lf_ill_lf_contig74	contig_22
lm_ill_lm_contig7	contig_21
lm_ill_lm_contig6	contig_21
lf_ill_lf_contig79	contig_22
lf_ill_lf_contig78	contig_22
sa_ill_sa_contig16	contig_42
ef_ill_ef_contig18	contig_48
lm_ill_lm_contig27	contig_21
lm_ill_lm_contig21	contig_21
ef_ill_ef_contig32	contig_48
sa_ill_sa_contig14	contig_42
lm_ill_lm_contig29	contig_21	contig_2	contig_48
ef_ill_ef_contig34	contig_48
ec_ill_ec_contig53	contig_33
ec_ill_ec_contig52	contig_33	contig_32
ec_ill_ec_contig51	contig_33
ec_ill_ec_contig50	contig_33
ec_ill_ec_contig57	contig_33
ec_ill_ec_contig56	contig_33
ec_ill_ec_contig55	contig_33
ec_ill_ec_contig54	contig_33
ec_ill_ec_contig59	contig_33
ec_ill_ec_contig58	contig_33
sa_ill_sa_contig40	contig_42
lf_ill_lf_contig88	contig_22
pa_ill_pa_contig71	contig_167
se_ill_se_contig38	contig_32
sa_ill_sa_contig42	contig_42
pa_ill_pa_contig24	contig_167
pa_ill_pa_contig25	contig_167
pa_ill_pa_contig26	contig_167
pa_ill_pa_contig27	contig_32	contig_167
pa_ill_pa_contig20	contig_167
pa_ill_pa_contig21	contig_167
pa_ill_pa_contig22	contig_167
pa_ill_pa_contig23	contig_167
pa_ill_pa_contig28	contig_167
pa_ill_pa_contig29	contig_167
lf_ill_lf_contig80	contig_22
sa_ill_sa_contig41	contig_21	contig_22	contig_42	contig_33	contig_32	contig_48	contig_2
