Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_2bins_v2_1_MP	7	7	7	7	24074317	24074317	24074317	24074317	7	4765357	24074317	4787036	44.80	50.45	4045600	4765357	2845424	4765357	3	1	5	1	21	1	4765357	36	0	0	6	0 + 7 part	19039094	97.703	1.077	0.00	442.93	20.76	1408809	5029872	1103282	393562	2	5
r10_2bins_v2_1_MP_helen	7	7	7	7	24069448	24069448	24069448	24069448	7	4765332	24069448	4787036	44.80	50.45	4045625	4765332	2845372	4765332	3	1	5	1	21	1	4765332	36	0	0	6	0 + 7 part	19034670	97.703	1.077	0.04	438.87	18.43	1408786	5029458	1103270	393564	2	5
r10_2bins_v2_1_r1_medaka	7	7	7	7	24072005	24072005	24072005	24072005	7	4765357	24072005	4787036	44.80	50.45	4045591	4765357	2845429	4765357	3	1	5	1	21	1	4765357	37	0	0	6	0 + 7 part	19036206	97.701	1.077	0.00	441.51	15.10	1408812	5032834	1105652	393561	2	5
r10_2bins_v2_1_r2_medaka	7	7	7	7	24061370	24061370	24061370	24061370	7	4765355	24061370	4787036	44.79	50.45	4045593	4765355	2845427	4765355	3	1	5	1	21	1	4765355	37	0	0	6	0 + 7 part	19025541	97.701	1.077	0.00	441.79	15.05	1408815	5032876	1105652	393560	2	5
r10_2bins_v2_1_racon_r1	7	7	7	7	24059821	24059821	24059821	24059821	7	4764584	24059821	4787036	44.79	50.45	4045204	4764584	2845272	4764584	3	1	5	1	21	1	4764584	36	0	0	6	0 + 7 part	19023852	97.703	1.077	0.00	446.10	37.27	1408616	5030693	1103112	393549	2	5
r10_2bins_v2_1_racon_r2	7	7	7	7	24053939	24053939	24053939	24053939	7	4764687	24053939	4787036	44.79	50.45	4045287	4764687	2845846	4764687	3	1	5	1	21	1	4764687	37	0	0	6	0 + 7 part	19015272	97.701	1.077	0.00	453.44	33.81	1408655	5035841	1105503	393554	2	5
r10_2bins_v2_1_raw	6	6	6	6	25287389	25287389	25287389	25287389	6	6788581	25287389	4787036	52.62	50.45	4756051	6788581	4043049	6788581	3	1	4	1	19	1	4763514	58	0	0	5	0 + 6 part	20343539	97.646	1.058	0.00	481.60	234.75	1102558	4939097	583107	376966	3	6
r10_2bins_v2_2_MP	7	7	7	7	24074504	24074504	24074504	24074504	7	4765355	24074504	4787036	44.80	50.45	4045597	4765355	2845424	4765355	3	1	5	1	21	1	4765355	36	0	0	6	0 + 7 part	19039013	97.703	1.077	0.00	442.72	20.38	1414831	5029082	1102964	394048	2	5
r10_2bins_v2_2_MP_helen	7	7	7	7	24070562	24070562	24070562	24070562	7	4765369	24070562	4787036	44.80	50.45	4045613	4765369	2845368	4765369	3	1	5	1	21	1	4765369	36	0	0	6	0 + 7 part	19035391	97.703	1.077	0.00	439.26	16.57	1414828	5028762	1102967	394042	2	5
r10_2bins_v2_2_r1_medaka	7	7	7	7	24072056	24072056	24072056	24072056	7	4765398	24072056	4787036	44.80	50.45	4045604	4765398	2845428	4765398	3	1	5	1	21	1	4765398	36	0	0	6	0 + 7 part	19035820	97.703	1.077	0.00	442.51	15.40	1414866	5029826	1102959	394044	2	5
