All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                                        r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
# misassemblies                                 2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
  # contig misassemblies                        2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
    # c. relocations                            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # c. translocations                         2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
    # c. inversions                             0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
  # scaffold misassemblies                      0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. relocations                            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. translocations                         0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. inversions                             0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassembled contigs                          1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
Misassembled contigs length                     2992069           2992056                 2992173                  2992163                  2991926                 2991944                 2990670            2992084           2992067                 2992181                  2992179                  2991904                 2991942                 2990627            2992085           2992068                 2992180                  2992178                  2991937                 2991954                 2990634          
# possibly misassembled contigs                 1                 1                       1                        1                        1                       1                       2                  1                 1                       1                        1                        1                       1                       2                  1                 1                       1                        1                        1                       1                       2                
    # possible misassemblies                    8                 8                       8                        8                        8                       8                       9                  8                 8                       8                        8                        8                       8                       9                  8                 8                       8                        8                        8                       8                       9                
# local misassemblies                           7                 7                       7                        7                        7                       7                       14                 7                 7                       7                        7                        7                       7                       14                 7                 7                       7                        7                        7                       7                       12               
# scaffold gap ext. mis.                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassemblies caused by fragmented reference  16                16                      16                       16                       16                      16                      10                 16                16                      16                       16                       16                      16                      10                 16                16                      16                       16                       16                      16                      11               
# unaligned mis. contigs                        6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                  6                 6                       6                        6                        6                       6                       7                
# mismatches                                    6799              6918                    6582                     6728                     6773                    6929                    4257               6824              6957                    6719                     6741                     6741                    6922                    4212               6826              6998                    6708                     6687                     6712                    6736                    4405             
# indels                                        650               665                     768                      756                      946                     877                     3454               649               659                     763                      744                      909                     874                     3443               653               660                     769                      765                      950                     871                     3423             
    # indels (<= 5 bp)                          625               640                     743                      731                      921                     852                     3426               625               634                     738                      720                      885                     850                     3415               629               635                     744                      740                      925                     844                     3395             
    # indels (> 5 bp)                           25                25                      25                       25                       25                      25                      28                 24                25                      25                       24                       24                      24                      28                 24                25                      25                       25                       25                      27                      28               
Indels length                                   1950              1977                    2089                     2075                     2365                    2252                    5338               1947              1966                    2086                     2040                     2301                    2227                    5290               1955              1969                    2092                     2084                     2370                    2250                    5312             
