Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_v4_1_MP	2	2	0	2	0	0	0	0	0	1	2992069	1	8	7	0	0	16	6	6799	650	625	25	1950
r10_1bin_v4_1_MP_helen	2	2	0	2	0	0	0	0	0	1	2992056	1	8	7	0	0	16	6	6918	665	640	25	1977
r10_1bin_v4_1_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992173	1	8	7	0	0	16	6	6582	768	743	25	2089
r10_1bin_v4_1_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992163	1	8	7	0	0	16	6	6728	756	731	25	2075
r10_1bin_v4_1_racon_r1	2	2	0	2	0	0	0	0	0	1	2991926	1	8	7	0	0	16	6	6773	946	921	25	2365
r10_1bin_v4_1_racon_r2	2	2	0	2	0	0	0	0	0	1	2991944	1	8	7	0	0	16	6	6929	877	852	25	2252
r10_1bin_v4_1_raw	2	2	0	2	0	0	0	0	0	1	2990670	2	9	14	0	0	10	7	4257	3454	3426	28	5338
r10_1bin_v4_2_MP	2	2	0	2	0	0	0	0	0	1	2992084	1	8	7	0	0	16	6	6824	649	625	24	1947
r10_1bin_v4_2_MP_helen	2	2	0	2	0	0	0	0	0	1	2992067	1	8	7	0	0	16	6	6957	659	634	25	1966
r10_1bin_v4_2_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992181	1	8	7	0	0	16	6	6719	763	738	25	2086
r10_1bin_v4_2_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992179	1	8	7	0	0	16	6	6741	744	720	24	2040
r10_1bin_v4_2_racon_r1	2	2	0	2	0	0	0	0	0	1	2991904	1	8	7	0	0	16	6	6741	909	885	24	2301
r10_1bin_v4_2_racon_r2	2	2	0	2	0	0	0	0	0	1	2991942	1	8	7	0	0	16	6	6922	874	850	24	2227
r10_1bin_v4_2_raw	2	2	0	2	0	0	0	0	0	1	2990627	2	9	14	0	0	10	7	4212	3443	3415	28	5290
r10_1bin_v4_3_MP	2	2	0	2	0	0	0	0	0	1	2992085	1	8	7	0	0	16	6	6826	653	629	24	1955
r10_1bin_v4_3_MP_helen	2	2	0	2	0	0	0	0	0	1	2992068	1	8	7	0	0	16	6	6998	660	635	25	1969
r10_1bin_v4_3_r1_medaka	2	2	0	2	0	0	0	0	0	1	2992180	1	8	7	0	0	16	6	6708	769	744	25	2092
r10_1bin_v4_3_r2_medaka	2	2	0	2	0	0	0	0	0	1	2992178	1	8	7	0	0	16	6	6687	765	740	25	2084
r10_1bin_v4_3_racon_r1	2	2	0	2	0	0	0	0	0	1	2991937	1	8	7	0	0	16	6	6712	950	925	25	2370
r10_1bin_v4_3_racon_r2	2	2	0	2	0	0	0	0	0	1	2991954	1	8	7	0	0	16	6	6736	871	844	27	2250
r10_1bin_v4_3_raw	2	2	0	2	0	0	0	0	0	1	2990634	2	9	12	0	0	11	7	4405	3423	3395	28	5312
