Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_v4_1_MP	15	15	0	13	2	0	0	0	0	1	4758902	1	6	8	0	0	14	6	19458	1011	914	97	5578
r10_1bin_v4_1_MP_helen	16	16	0	14	2	0	0	0	0	1	4757799	1	4	8	0	0	14	6	19323	773	672	101	5348
r10_1bin_v4_1_r1_medaka	15	15	0	13	2	0	0	0	0	1	4759020	1	4	8	0	0	14	6	19506	1094	1004	90	5548
r10_1bin_v4_1_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758488	1	4	7	0	0	14	6	19546	1098	1007	91	5613
r10_1bin_v4_1_racon_r1	15	15	0	13	2	0	0	0	0	1	4757908	1	4	8	0	0	14	6	19578	1886	1794	92	6518
r10_1bin_v4_1_racon_r2	15	15	0	13	2	0	0	0	0	1	4757843	1	4	8	0	0	14	6	19380	1791	1701	90	6355
r10_1bin_v4_1_raw	18	18	0	16	2	0	0	0	0	1	4755996	1	14	19	0	0	11	6	21554	10517	10335	182	19338
r10_1bin_v4_2_MP	15	15	0	13	2	0	0	0	0	1	4758906	1	6	8	0	0	14	6	19285	974	879	95	5533
r10_1bin_v4_2_MP_helen	15	15	0	13	2	0	0	0	0	1	4758018	1	4	8	0	0	14	6	19157	714	619	95	5237
r10_1bin_v4_2_r1_medaka	15	15	0	13	2	0	0	0	0	1	4759008	1	4	8	0	0	14	6	19480	1083	993	90	5526
r10_1bin_v4_2_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758481	1	4	7	0	0	14	6	19551	1091	1000	91	5600
r10_1bin_v4_2_racon_r1	15	15	0	13	2	0	0	0	0	1	4757940	1	4	8	0	0	14	6	19777	1884	1793	91	6516
r10_1bin_v4_2_racon_r2	15	15	0	13	2	0	0	0	0	1	4757851	1	4	8	0	0	14	6	19593	1789	1699	90	6348
r10_1bin_v4_2_raw	18	18	0	16	2	0	0	0	0	1	4755926	1	16	27	0	0	7	6	21879	10274	10101	173	18601
r10_1bin_v4_3_MP	15	15	0	13	2	0	0	0	0	1	4758924	1	6	8	0	0	14	6	19336	992	895	97	5557
r10_1bin_v4_3_MP_helen	16	16	0	14	2	0	0	0	0	1	4757804	1	4	8	0	0	14	6	19205	762	660	102	5343
r10_1bin_v4_3_r1_medaka	15	15	0	13	2	0	0	0	0	1	4759024	1	4	8	0	0	14	6	19518	1090	1000	90	5549
r10_1bin_v4_3_r2_medaka	15	15	0	13	2	0	0	0	0	1	4758498	1	4	7	0	0	14	6	19578	1101	1010	91	5615
r10_1bin_v4_3_racon_r1	15	15	0	13	2	0	0	0	0	1	4757988	1	4	8	0	0	14	6	19259	1866	1775	91	6455
r10_1bin_v4_3_racon_r2	15	15	0	13	2	0	0	0	0	1	4757863	1	4	8	0	0	14	6	19619	1774	1684	90	6326
r10_1bin_v4_3_raw	18	18	0	16	2	0	0	0	0	1	4756050	1	14	22	0	0	10	6	21728	10530	10354	176	19193
