S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_96	99.96		True
local misassembly
310191	312944	102676	105428	ec_ill_ec_contig2	contig_96	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303763	105518	ec_ill_ec_contig4	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306735	303764	ec_ill_ec_contig65	contig_96	99.93		True
local misassembly
1	1463	308593	307133	ec_ill_ec_contig65	contig_96	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308960	346256	ec_ill_ec_contig39	contig_96	99.95		True
local misassembly [fragmentation of reference genome]
22	350	346352	346680	ec_ill_ec_contig104	contig_96	91.19		True
indel: indel (> 5bp)
384	502	346681	346799	ec_ill_ec_contig104	contig_96	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346872	392174	ec_ill_ec_contig15	contig_96	99.91		True
local misassembly
45064	105217	392189	452328	ec_ill_ec_contig15	contig_96	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452329	453556	ec_ill_ec_contig79	contig_96	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453557	513967	ec_ill_ec_contig31	contig_96	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514155	857313	ec_ill_ec_contig1	contig_96	99.96		True
local misassembly
343563	393863	857314	907606	ec_ill_ec_contig1	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980546	907607	ec_ill_ec_contig16	contig_96	99.97		True
local misassembly
1	31383	1011930	980547	ec_ill_ec_contig16	contig_96	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014956	1011932	ec_ill_ec_contig65	contig_96	99.87		True
local misassembly
1	1463	1016822	1015361	ec_ill_ec_contig65	contig_96	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058367	1017093	ec_ill_ec_contig37	contig_96	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059286	1058368	ec_ill_ec_contig83	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059287	1206755	ec_ill_ec_contig7	contig_96	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206756	1208680	ec_ill_ec_contig73	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209242	1208681	ec_ill_ec_contig91	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209243	1209887	ec_ill_ec_contig94	contig_96	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210141	1211869	ec_ill_ec_contig75	contig_96	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212318	1212803	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220772	1212871	ec_ill_ec_contig60	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221894	1220773	ec_ill_ec_contig80	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221895	1315282	ec_ill_ec_contig20	contig_96	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315283	1317206	ec_ill_ec_contig73	contig_96	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317768	1317207	ec_ill_ec_contig91	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317769	1318393	ec_ill_ec_contig94	contig_96	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318394	1390223	ec_ill_ec_contig25	contig_96	99.9		True
local misassembly [fragmentation of reference genome]
1	5324	1395653	1390331	ec_ill_ec_contig64	contig_96	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1395936	1412005	ec_ill_ec_contig53	contig_96	99.94		True
translocation
