S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102684	ec_ill_ec_contig2	contig_96	100.0		True
local misassembly
310191	312944	102685	105438	ec_ill_ec_contig2	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303792	105528	ec_ill_ec_contig4	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306764	303793	ec_ill_ec_contig65	contig_96	99.93		True
local misassembly
1	1463	308624	307162	ec_ill_ec_contig65	contig_96	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308991	346287	ec_ill_ec_contig39	contig_96	100.0		True
local misassembly [fragmentation of reference genome]
22	350	346383	346711	ec_ill_ec_contig104	contig_96	91.19		True
indel: indel (> 5bp)
384	502	346712	346830	ec_ill_ec_contig104	contig_96	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346903	392205	ec_ill_ec_contig15	contig_96	99.94		True
local misassembly
45064	105217	392220	452372	ec_ill_ec_contig15	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452373	453604	ec_ill_ec_contig79	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453605	514019	ec_ill_ec_contig31	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514207	857427	ec_ill_ec_contig1	contig_96	100.0		True
local misassembly
343563	393863	857428	907726	ec_ill_ec_contig1	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980682	907727	ec_ill_ec_contig16	contig_96	100.0		True
local misassembly
1	31383	1012065	980683	ec_ill_ec_contig16	contig_96	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015093	1012067	ec_ill_ec_contig65	contig_96	99.93		True
local misassembly
1	1463	1016959	1015497	ec_ill_ec_contig65	contig_96	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058507	1017230	ec_ill_ec_contig37	contig_96	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059427	1058508	ec_ill_ec_contig83	contig_96	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059428	1206920	ec_ill_ec_contig7	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206921	1208844	ec_ill_ec_contig73	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209406	1208845	ec_ill_ec_contig91	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209407	1210051	ec_ill_ec_contig94	contig_96	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210305	1212033	ec_ill_ec_contig75	contig_96	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212482	1212967	ec_ill_ec_contig104	contig_96	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220938	1213035	ec_ill_ec_contig60	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222060	1220939	ec_ill_ec_contig80	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1222061	1315459	ec_ill_ec_contig20	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315460	1317383	ec_ill_ec_contig73	contig_96	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317945	1317384	ec_ill_ec_contig91	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317946	1318570	ec_ill_ec_contig94	contig_96	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318571	1390417	ec_ill_ec_contig25	contig_96	99.96		True
local misassembly [fragmentation of reference genome]
1	5324	1395848	1390525	ec_ill_ec_contig64	contig_96	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396131	1412200	ec_ill_ec_contig53	contig_96	100.0		True
translocation
26703	27345	1412201	1412843	ec_ill_ec_contig46	contig_96	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412844	1413298	ec_ill_ec_contig101	contig_96	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
