All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly               # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50    NGA75   LGA50  LGA75
r10_2bins_1_MP         7                       7                        7                        7                        24075406                   24075406                    24075406                    24075406                    7          4766016         24075406      4787036           44.80   50.45             4045595  4766016  2845426  4766016  3    1     5    1     21               1                       4766016                      37                     0                         0                         6                         0 + 7 part           19039882          97.703               1.077              0.00               441.84                    21.02                 1409355            5030118               1103287  393567  2      5    
r10_2bins_1_MP_helen   7                       7                        7                        7                        24070890                   24070890                    24070890                    24070890                    7          4765867         24070890      4787036           44.80   50.45             4045617  4765867  2845369  4765867  3    1     5    1     21               1                       4765867                      38                     0                         0                         6                         0 + 7 part           19035265          97.701               1.077              0.00               439.33                    18.75                 1409277            5032604               1105635  393566  2      5    
r10_2bins_1_r1_medaka  7                       7                        7                        7                        24072753                   24072753                    24072753                    24072753                    7          4765431         24072753      4787036           44.80   50.45             4045595  4765431  2845429  4765431  3    1     5    1     21               1                       4765431                      37                     0                         0                         6                         0 + 7 part           19036186          97.701               1.077              0.00               443.54                    15.29                 1408949            5033614               1105652  393561  2      5    
r10_2bins_1_r2_medaka  7                       7                        7                        7                        24062203                   24062203                    24062203                    24062203                    7          4765364         24062203      4787036           44.80   50.45             4045588  4765364  2845431  4765364  3    1     5    1     21               1                       4765364                      36                     0                         0                         6                         0 + 7 part           19026164          97.703               1.077              0.00               442.18                    14.97                 1408887            5030715               1103275  393563  2      5    
r10_2bins_1_racon_r1   7                       7                        7                        7                        24060263                   24060263                    24060263                    24060263                    7          4764829         24060263      4787036           44.79   50.45             4045225  4764829  2845288  4764829  3    1     5    1     21               1                       4764829                      37                     0                         0                         6                         0 + 7 part           19026909          97.703               1.076              0.00               442.53                    37.70                 1408915            5028102               1103068  393550  2      5    
r10_2bins_1_racon_r2   7                       7                        7                        7                        24054195                   24054195                    24054195                    24054195                    7          4764690         24054195      4787036           44.78   50.45             4045305  4764690  2845343  4764690  3    1     5    1     21               1                       4764690                      37                     0                         0                         6                         0 + 7 part           19021351          97.701               1.076              0.00               441.17                    34.73                 1408742            5030018               1105468  393564  2      5    
r10_2bins_1_raw        7                       7                        7                        7                        28130867                   28130867                    28130867                    28130867                    7          6787718         28130867      4787036           51.10   50.45             4756113  6787718  2990676  6787718  3    1     5    1     20               1                       4764018                      47                     0                         0                         6                         0 + 7 part           23177684          97.655               1.060              0.00               487.89                    230.16                1009756            4950556               586871   376875  3      6    
r10_2bins_2_MP         7                       7                        7                        7                        24074923                   24074923                    24074923                    24074923                    7          4765469         24074923      4787036           44.80   50.45             4045604  4765469  2845426  4765469  3    1     5    1     21               1                       4765469                      36                     0                         0                         6                         0 + 7 part           19041520          97.703               1.076              0.00               438.27                    20.63                 1408933            5028052               1103284  393567  2      5    
r10_2bins_2_MP_helen   7                       7                        7                        7                        24071344                   24071344                    24071344                    24071344                    7          4765339         24071344      4787036           44.80   50.45             4045620  4765339  2845369  4765339  3    1     5    1     21               1                       4765339                      37                     0                         0                         6                         0 + 7 part           19037334          97.701               1.076              0.00               436.76                    18.11                 1408887            5031044               1105633  393566  2      5    
r10_2bins_2_r1_medaka  7                       7                        7                        7                        24072870                   24072870                    24072870                    24072870                    7          4765413         24072870      4787036           44.80   50.45             4045593  4765413  2845430  4765413  3    1     5    1     21               1                       4765413                      36                     0                         0                         6                         0 + 7 part           19036707          97.703               1.077              0.00               442.40                    15.46                 1408949            5030826               1103273  393562  2      5    
r10_2bins_2_r2_medaka  7                       7                        7                        7                        24062184                   24062184                    24062184                    24062184                    7          4765389         24062184      4787036           44.80   50.45             4045591  4765389  2845431  4765389  3    1     5    1     21               1                       4765389                      37                     0                         0                         6                         0 + 7 part           19026673          97.701               1.077              0.00               441.08                    14.97                 1408914            5032547               1105649  393562  2      5    
r10_2bins_2_racon_r1   7                       7                        7                        7                        24061558                   24061558                    24061558                    24061558                    7          4765359         24061558      4787036           44.79   50.45             4045221  4765359  2845286  4765359  3    1     5    1     21               1                       4765359                      39                     0                         0                         6                         0 + 7 part           19025975          97.701               1.077              0.00               445.81                    38.08                 1408923            5032650               1105948  393499  2      5    
r10_2bins_2_racon_r2   7                       7                        7                        7                        24055354                   24055354                    24055354                    24055354                    7          4764750         24055354      4787036           44.79   50.45             4045309  4764750  2845339  4764750  3    1     5    1     21               1                       4764750                      37                     0                         0                         6                         0 + 7 part           19020290          97.701               1.077              0.00               447.09                    34.28                 1408777            5032154               1105488  393558  2      5    
r10_2bins_2_raw        7                       7                        7                        7                        28131695                   28131695                    28131695                    28131695                    7          6788581         28131695      4787036           51.10   50.45             4756067  6788581  2990627  6788581  3    1     5    1     21               1                       4763884                      57                     0                         0                         6                         0 + 7 part           23185358          97.660               1.058              0.00               478.64                    234.49                850481             4941345               412111   303485  4      7    
r10_2bins_3_MP         7                       7                        7                        7                        24074822                   24074822                    24074822                    24074822                    7          4765404         24074822      4787036           44.80   50.45             4045604  4765404  2845426  4765404  3    1     5    1     21               1                       4765404                      36                     0                         0                         6                         0 + 7 part           19040425          97.703               1.077              0.00               441.29                    21.28                 1408818            5029058               1103294  393570  2      5    
r10_2bins_3_MP_helen   7                       7                        7                        7                        24070715                   24070715                    24070715                    24070715                    7          4765326         24070715      4787036           44.80   50.45             4045624  4765326  2845369  4765326  3    1     5    1     21               1                       4765326                      37                     0                         0                         6                         0 + 7 part           19035465          97.701               1.077              0.00               439.63                    18.54                 1408785            5032284               1105646  393563  2      5    
r10_2bins_3_r1_medaka  7                       7                        7                        7                        24072827                   24072827                    24072827                    24072827                    7          4765369         24072827      4787036           44.80   50.45             4045591  4765369  2845430  4765369  3    1     5    1     21               1                       4765369                      37                     0                         0                         6                         0 + 7 part           19036565          97.701               1.077              0.00               442.75                    14.99                 1408816            5033297               1105651  393561  2      5    
r10_2bins_3_r2_medaka  7                       7                        7                        7                        24063225                   24063225                    24063225                    24063225                    7          4765362         24063225      4787036           44.80   50.45             4045594  4765362  2845431  4765362  3    1     5    1     21               1                       4765362                      37                     0                         0                         6                         0 + 7 part           19026915          97.701               1.077              0.00               442.56                    15.12                 1408821            5033346               1105651  393563  2      5    
r10_2bins_3_racon_r1   7                       7                        7                        7                        24060618                   24060618                    24060618                    24060618                    7          4764572         24060618      4787036           44.79   50.45             4045221  4764572  2845286  4764572  3    1     5    1     21               1                       4764572                      36                     0                         0                         6                         0 + 7 part           19024358          97.703               1.077              0.00               448.34                    38.30                 1408632            5030888               1103091  393544  2      5    
r10_2bins_3_racon_r2   7                       7                        7                        7                        24054198                   24054198                    24054198                    24054198                    7          4764639         24054198      4787036           44.78   50.45             4045286  4764639  2845339  4764639  3    1     5    1     21               1                       4764639                      36                     0                         0                         6                         0 + 7 part           19019018          97.703               1.077              0.00               446.29                    35.56                 1408656            5029885               1103091  393541  2      5    
r10_2bins_3_raw        7                       7                        7                        7                        28131333                   28131333                    28131333                    28131333                    7          6788581         28131333      4787036           51.10   50.45             4756051  6788581  2990627  6788581  3    1     5    1     19               1                       4763513                      61                     0                         0                         6                         0 + 7 part           23187263          97.644               1.058              0.00               481.85                    234.16                1104930            4941743               583107   376965  3      6    
