Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_2bins_1_MP	7	7	7	7	24075406	24075406	24075406	24075406	7	4766016	24075406	2689205	44.80	32.69	4045595	4766016	2845426	4766016	3	1	5	1	13	1	2719957	9	0	0	6	0 + 7 part	21275494	99.537	1.046	0.00	288.63	111.67	948835	2797990	480571	381480	2	4
r10_2bins_1_MP_helen	7	7	7	7	24070890	24070890	24070890	24070890	7	4765867	24070890	2689205	44.80	32.69	4045617	4765867	2845369	4765867	3	1	5	1	13	1	2718112	9	0	0	6	0 + 7 part	21272822	99.537	1.045	0.00	256.69	41.65	948132	2796149	480265	381241	2	4
r10_2bins_1_r1_medaka	7	7	7	7	24072753	24072753	24072753	24072753	7	4765431	24072753	2689205	44.80	32.69	4045595	4765431	2845429	4765431	3	1	5	1	13	1	2719591	9	0	0	6	0 + 7 part	21273068	99.537	1.046	0.00	291.21	76.62	948683	2797764	480496	381438	2	4
r10_2bins_1_r2_medaka	7	7	7	7	24062203	24062203	24062203	24062203	7	4765364	24062203	2689205	44.80	32.69	4045588	4765364	2845431	4765364	3	1	5	1	13	1	2719604	9	0	0	6	0 + 7 part	21262531	99.537	1.046	0.00	291.62	77.15	948668	2797760	480503	381432	2	4
r10_2bins_1_racon_r1	7	7	7	7	24060263	24060263	24060263	24060263	7	4764829	24060263	2689205	44.79	32.69	4045225	4764829	2845288	4764829	3	1	5	1	13	1	2720370	10	0	0	6	0 + 7 part	21264862	99.537	1.044	0.00	277.76	109.61	949071	2793471	480646	381547	2	4
r10_2bins_1_racon_r2	7	7	7	7	24054195	24054195	24054195	24054195	7	4764690	24054195	2689205	44.78	32.69	4045305	4764690	2845343	4764690	3	1	5	1	13	1	2720447	9	0	0	6	0 + 7 part	21254585	99.537	1.046	0.00	295.88	109.91	948990	2797697	480631	381568	2	4
r10_2bins_1_raw	7	7	7	7	24062019	24062019	24062019	24062019	7	4764018	24062019	2689205	44.77	32.69	4042957	4764018	2843857	4764018	3	1	5	1	14	1	2718870	19	0	0	6	0 + 7 part	21320528	99.535	1.024	0.00	253.15	164.87	948394	2739551	480377	381359	2	4
r10_2bins_2_MP	7	7	7	7	24074923	24074923	24074923	24074923	7	4765469	24074923	2689205	44.80	32.69	4045604	4765469	2845426	4765469	3	1	5	1	13	1	2719959	9	0	0	6	0 + 7 part	21275005	99.537	1.046	0.00	289.79	112.52	948834	2798005	480571	381488	2	4
r10_2bins_2_MP_helen	7	7	7	7	24071344	24071344	24071344	24071344	7	4765339	24071344	2689205	44.80	32.69	4045620	4765339	2845369	4765339	3	1	5	1	13	1	2718085	10	0	0	6	0 + 7 part	21273170	99.537	1.045	0.00	257.48	41.95	948258	2796255	480269	381239	2	4
r10_2bins_2_r1_medaka	7	7	7	7	24072870	24072870	24072870	24072870	7	4765413	24072870	2689205	44.80	32.69	4045593	4765413	2845430	4765413	3	1	5	1	13	1	2719577	10	0	0	6	0 + 7 part	21274232	99.537	1.046	0.00	285.61	77.00	948799	2796726	480494	381431	2	4
