All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                                        r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
# misassemblies                                 170               169                     171                      177                      170                     180                     173                171               168                     169                      175                      168                     177                     173                170               168                     168                      171                      168                     174                     174              
  # contig misassemblies                        170               169                     171                      177                      170                     180                     173                171               168                     169                      175                      168                     177                     173                170               168                     168                      171                      168                     174                     174              
    # c. relocations                            5                 4                       5                        10                       5                       10                      5                  6                 4                       4                        9                        4                       9                       5                  6                 4                       4                        8                        4                       8                       5                
    # c. translocations                         163               163                     164                      165                      163                     168                     164                163               162                     163                      164                      162                     166                     164                162               162                     162                      161                      162                     164                     165              
    # c. inversions                             2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
    # c. interspecies translocations            0                 0                       0                        0                        0                       0                       2                  0                 0                       0                        0                        0                       0                       2                  0                 0                       0                        0                        0                       0                       2                
  # scaffold misassemblies                      0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. relocations                            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. translocations                         0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. inversions                             0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
    # s. interspecies translocations            0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassembled contigs                          8                 8                       8                        8                        8                       8                       8                  8                 8                       8                        8                        8                       8                       8                  8                 8                       8                        8                        8                       8                       8                
Misassembled contigs length                     30866444          30863055                30868172                 30857647                 30851994                30845980                30850127           30867072          30862764                30868268                 30857590                 30852101                30844741                30850012           30866614          30862713                30867461                 30855149                 30852655                30845216                30849517         
# possibly misassembled contigs                 7                 7                       7                        7                        7                       7                       8                  7                 7                       7                        7                        7                       7                       8                  7                 7                       7                        7                        7                       7                       8                
    # possible misassemblies                    98                98                      94                       94                       94                      90                      168                98                98                      96                       94                       98                      90                      174                98                98                      96                       98                       98                      92                      164              
# local misassemblies                           116               117                     132                      131                      149                     140                     204                116               118                     132                      134                      149                     142                     211                116               117                     132                      133                      148                     139                     208              
# scaffold gap ext. mis.                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# scaffold gap loc. mis.                        0                 1                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# misassemblies caused by fragmented reference  252               253                     251                      251                      251                     250                     171                252               253                     252                      252                      251                     250                     172                252               253                     251                      253                      251                     250                     177              
# unaligned mis. contigs                        0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                  0                 0                       0                        0                        0                       0                       0                
# mismatches                                    52981             50732                   54333                    54011                    52838                   54606                   82816              52942             50942                   54256                    53983                    52869                   54475                   81825              53504             51093                   54754                    53661                    54351                   53955                   82878            
# indels                                        11575             6880                    12949                    13084                    19986                   18887                   94025              11461             6939                    12995                    12936                    20045                   19072                   92404              11563             7224                    13156                    13079                    20178                   19140                   93179            
    # indels (<= 5 bp)                          10910             6213                    12355                    12489                    19336                   18234                   92781              10814             6265                    12400                    12331                    19376                   18426                   91173              10902             6554                    12560                    12475                    19534                   18494                   91948            
    # indels (> 5 bp)                           665               667                     594                      595                      650                     653                     1244               647               674                     595                      605                      669                     646                     1231               661               670                     596                      604                      644                     646                     1231             
Indels length                                   45983             41146                   46178                    46756                    57764                   55609                   159006             45780             41215                   46338                    46955                    58486                   56452                   156361             45840             41480                   46720                    46677                    58128                   55982                   157439           
