pa_ill_pa_contig11	contig_142
pa_ill_pa_contig10	contig_142
pa_ill_pa_contig13	contig_142
pa_ill_pa_contig12	contig_142
pa_ill_pa_contig15	contig_142
pa_ill_pa_contig14	contig_142
pa_ill_pa_contig17	contig_142
pa_ill_pa_contig16	contig_142
pa_ill_pa_contig19	contig_142
pa_ill_pa_contig18	contig_142
bs_ill_bs_contig1326	contig_2	contig_6
lm_ill_lm_contig2	contig_12
lm_ill_lm_contig5	contig_12
lf_ill_lf_contig28	contig_15
lf_ill_lf_contig29	contig_15
lf_ill_lf_contig26	contig_15
lf_ill_lf_contig27	contig_15
lf_ill_lf_contig24	contig_15
lf_ill_lf_contig25	contig_15
lf_ill_lf_contig22	contig_15
lf_ill_lf_contig23	contig_15
lf_ill_lf_contig20	contig_15
lf_ill_lf_contig21	contig_15
lm_ill_lm_contig4	contig_12
sa_ill_sa_contig10	contig_6
ef_ill_ef_contig11	contig_14
ec_ill_ec_contig97	contig_57
pa_ill_pa_contig77	contig_142
ec_ill_ec_contig95	contig_57
ec_ill_ec_contig94	contig_57
ec_ill_ec_contig93	contig_57
ec_ill_ec_contig92	contig_57
ec_ill_ec_contig91	contig_57
ef_ill_ef_contig10	contig_14
ef_ill_ef_contig13	contig_14
ec_ill_ec_contig99	contig_57
ec_ill_ec_contig98	contig_57
pa_ill_pa_contig74	contig_142
ef_ill_ef_contig15	contig_14
ef_ill_ef_contig14	contig_2	contig_12	contig_14
lf_ill_lf_contig7	contig_15
lf_ill_lf_contig6	contig_15
lf_ill_lf_contig5	contig_15
lf_ill_lf_contig4	contig_15
lf_ill_lf_contig3	contig_15
lf_ill_lf_contig2	contig_15
lf_ill_lf_contig1	contig_15
ef_ill_ef_contig16	contig_12	contig_14	contig_6
lf_ill_lf_contig9	contig_15
lf_ill_lf_contig8	contig_15
ef_ill_ef_contig1	contig_14
ec_ill_ec_contig71	contig_57
ef_ill_ef_contig3	contig_14
ef_ill_ef_contig2	contig_2	contig_12	contig_14
pa_ill_pa_contig59	contig_142
ef_ill_ef_contig4	contig_14
ef_ill_ef_contig7	contig_14
ef_ill_ef_contig6	contig_14
ef_ill_ef_contig9	contig_14
ef_ill_ef_contig8	contig_14
pa_ill_pa_contig57	contig_142
pa_ill_pa_contig56	contig_142
