Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_1_MP	8	8	1	7	0	0	0	0	0	1	6792242	1	16	11	0	0	20	7	3961	364	269	95	5394
r10_1bin_1_MP_helen	6	6	0	6	0	0	0	0	0	1	6792185	1	18	11	0	0	21	7	3776	340	243	97	5400
r10_1bin_1_r1_medaka	6	6	0	6	0	0	0	0	0	1	6792243	1	18	11	0	0	21	7	3806	245	151	94	5261
r10_1bin_1_r2_medaka	6	6	0	6	0	0	0	0	0	1	6792248	1	18	11	0	0	21	7	3774	242	148	94	5258
r10_1bin_1_racon_r1	6	6	0	6	0	0	0	0	0	1	6791549	1	18	11	0	0	21	7	3964	1054	960	94	6174
r10_1bin_1_racon_r2	6	6	0	6	0	0	0	0	0	1	6791659	1	18	11	0	0	21	7	3981	991	896	95	6102
r10_1bin_1_raw	10	10	0	10	0	0	0	0	0	1	6788581	1	34	25	0	0	16	5	4303	6528	6405	123	12917
r10_1bin_2_MP	6	6	0	6	0	0	0	0	0	1	6792253	1	18	11	0	0	21	7	3928	368	272	96	5411
r10_1bin_2_MP_helen	6	6	0	6	0	0	0	0	0	1	6792197	1	18	11	0	0	21	7	3777	345	247	98	5411
r10_1bin_2_r1_medaka	6	6	0	6	0	0	0	0	0	1	6792245	1	18	11	0	0	21	7	3799	244	150	94	5261
r10_1bin_2_r2_medaka	6	6	0	6	0	0	0	0	0	1	6792241	1	18	11	0	0	21	6	3759	242	148	94	5259
r10_1bin_2_racon_r1	6	6	0	6	0	0	0	0	0	1	6791556	1	18	11	0	0	21	7	3899	1020	924	96	6142
r10_1bin_2_racon_r2	6	6	0	6	0	0	0	0	0	1	6791638	1	18	11	0	0	21	6	3900	959	865	94	6072
r10_1bin_2_raw	10	10	0	10	0	0	0	0	0	1	6787718	1	34	29	0	0	16	7	4389	6498	6377	121	12810
r10_1bin_3_MP	6	6	0	6	0	0	0	0	0	1	6792253	1	18	11	0	0	21	7	3915	368	272	96	5411
r10_1bin_3_MP_helen	6	6	0	6	0	0	0	0	0	1	6792197	1	18	11	0	0	21	7	3771	345	247	98	5411
r10_1bin_3_r1_medaka	6	6	0	6	0	0	0	0	0	1	6792245	1	18	11	0	0	21	7	3800	244	150	94	5261
r10_1bin_3_r2_medaka	6	6	0	6	0	0	0	0	0	1	6792241	1	18	11	0	0	21	7	3803	242	148	94	5259
r10_1bin_3_racon_r1	6	6	0	6	0	0	0	0	0	1	6791556	1	18	11	0	0	21	7	3930	1020	924	96	6142
r10_1bin_3_racon_r2	6	6	0	6	0	0	0	0	0	1	6791638	1	18	11	0	0	21	7	3960	959	865	94	6072
r10_1bin_3_raw	10	10	0	10	0	0	0	0	0	1	6787718	1	34	29	0	0	16	6	4382	6510	6389	121	12830
