S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	11003	11025	20	ec_ill_ec_contig44	contig_2	99.86		True
local misassembly [fragmentation of reference genome]
22	507	11121	11606	ec_ill_ec_contig104	contig_2	91.77		True
fake: not a misassembly [fragmentation of reference genome]
82979	138617	67311	11674	ec_ill_ec_contig8	contig_2	99.99		True
local misassembly
3012	83127	147512	67502	ec_ill_ec_contig8	contig_2	99.86		True
indel: stretch of mismatches
1	3011	150523	147513	ec_ill_ec_contig8	contig_2	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	153551	150525	ec_ill_ec_contig65	contig_2	99.5		True
local misassembly
1	1463	155335	153872	ec_ill_ec_contig65	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	399	155336	155677	ec_ill_ec_contig6	contig_2	98.24		True
translocation
1	30843	155678	186520	ec_ill_ec_contig43	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	187441	186521	ec_ill_ec_contig83	contig_2	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4268	187442	191709	ec_ill_ec_contig66	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	194955	191929	ec_ill_ec_contig65	contig_2	99.7		True
local misassembly
1	1463	196739	195276	ec_ill_ec_contig65	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	71920	269056	197138	ec_ill_ec_contig24	contig_2	99.99		True
local misassembly [fragmentation of reference genome]
1	53688	322743	269057	ec_ill_ec_contig33	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	325992	322963	ec_ill_ec_contig65	contig_2	99.67		True
local misassembly
1	1463	327867	326405	ec_ill_ec_contig65	contig_2	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	88468	328271	416731	ec_ill_ec_contig23	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	419703	416732	ec_ill_ec_contig65	contig_2	99.7		True
local misassembly
1	1463	421487	420024	ec_ill_ec_contig65	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	111087	421672	532758	ec_ill_ec_contig12	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	532759	533272	ec_ill_ec_contig97	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	534629	533273	ec_ill_ec_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	535189	534630	ec_ill_ec_contig92	contig_2	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	22687	535190	557876	ec_ill_ec_contig48	contig_2	99.96		True
translocation
