S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102691	ec_ill_ec_contig2	contig_92	99.99		True
local misassembly
310191	312944	102692	105445	ec_ill_ec_contig2	contig_92	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303806	105535	ec_ill_ec_contig4	contig_92	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306778	303807	ec_ill_ec_contig65	contig_92	99.93		True
local misassembly
1	1463	308639	307176	ec_ill_ec_contig65	contig_92	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309006	346306	ec_ill_ec_contig39	contig_92	99.99		True
local misassembly [fragmentation of reference genome]
22	350	346402	346730	ec_ill_ec_contig104	contig_92	91.19		True
indel: indel (> 5bp)
384	502	346731	346849	ec_ill_ec_contig104	contig_92	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346922	392230	ec_ill_ec_contig15	contig_92	99.94		True
local misassembly
45064	105217	392245	452397	ec_ill_ec_contig15	contig_92	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452398	453630	ec_ill_ec_contig79	contig_92	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453631	514049	ec_ill_ec_contig31	contig_92	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514237	857477	ec_ill_ec_contig1	contig_92	99.99		True
local misassembly
343563	393863	857478	907780	ec_ill_ec_contig1	contig_92	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980741	907781	ec_ill_ec_contig16	contig_92	99.99		True
local misassembly
1	31383	1012127	980742	ec_ill_ec_contig16	contig_92	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015155	1012129	ec_ill_ec_contig65	contig_92	99.93		True
local misassembly
1	1463	1017022	1015559	ec_ill_ec_contig65	contig_92	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058571	1017293	ec_ill_ec_contig37	contig_92	99.99		True
