S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
56	1232	1196	20	ec_ill_ec_contig80	contig_1	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	71629	1197	ec_ill_ec_contig27	contig_1	99.99		True
translocation
1	395	72024	71630	ec_ill_ec_contig9	contig_1	96.9		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	72436	72144	ec_ill_ec_contig26	contig_1	99.32		True
translocation
1	595	73236	72642	ec_ill_ec_contig99	contig_1	100.0		True
translocation
9004	9482	73715	73237	ec_ill_ec_contig55	contig_1	96.15		True
translocation
1	292	74007	73716	ec_ill_ec_contig13	contig_1	97.96		True
local misassembly [fragmentation of reference genome]
22	507	74870	75355	ec_ill_ec_contig104	contig_1	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	89207	75423	ec_ill_ec_contig56	contig_1	99.99		True
translocation
18517	19021	89208	89712	ec_ill_ec_contig50	contig_1	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	90684	90160	ec_ill_ec_contig100	contig_1	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	91549	90685	ec_ill_ec_contig87	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	91550	92632	ec_ill_ec_contig82	contig_1	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	93471	92633	ec_ill_ec_contig88	contig_1	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	93472	94063	ec_ill_ec_contig93	contig_1	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	94064	94558	ec_ill_ec_contig102	contig_1	100.0		True
translocation
551	912	94559	94920	ec_ill_ec_contig85	contig_1	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	95494	94921	ec_ill_ec_contig96	contig_1	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	95495	153160	ec_ill_ec_contig3	contig_1	99.97		True
local misassembly
57763	229060	153161	324457	ec_ill_ec_contig3	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	324458	325689	ec_ill_ec_contig79	contig_1	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	325690	424463	ec_ill_ec_contig18	contig_1	100.0		True
