S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102685	ec_ill_ec_contig2	contig_93	99.99		True
local misassembly
310191	312944	102686	105439	ec_ill_ec_contig2	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303784	105529	ec_ill_ec_contig4	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306755	303785	ec_ill_ec_contig65	contig_93	99.9		True
local misassembly
1	1463	308615	307153	ec_ill_ec_contig65	contig_93	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308982	346281	ec_ill_ec_contig39	contig_93	99.99		True
local misassembly [fragmentation of reference genome]
22	350	346377	346705	ec_ill_ec_contig104	contig_93	91.19		True
indel: indel (> 5bp)
384	502	346706	346824	ec_ill_ec_contig104	contig_93	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346897	392202	ec_ill_ec_contig15	contig_93	99.94		True
local misassembly
45064	105217	392217	452370	ec_ill_ec_contig15	contig_93	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452371	453602	ec_ill_ec_contig79	contig_93	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453603	514015	ec_ill_ec_contig31	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514203	857416	ec_ill_ec_contig1	contig_93	99.99		True
local misassembly
343563	393863	857417	907716	ec_ill_ec_contig1	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980677	907717	ec_ill_ec_contig16	contig_93	99.99		True
local misassembly
1	31383	1012059	980678	ec_ill_ec_contig16	contig_93	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015087	1012061	ec_ill_ec_contig65	contig_93	99.93		True
local misassembly
1	1463	1016954	1015491	ec_ill_ec_contig65	contig_93	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058502	1017225	ec_ill_ec_contig37	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059423	1058503	ec_ill_ec_contig83	contig_93	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059424	1206920	ec_ill_ec_contig7	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206921	1208844	ec_ill_ec_contig73	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209406	1208845	ec_ill_ec_contig91	contig_93	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209407	1210051	ec_ill_ec_contig94	contig_93	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210305	1212033	ec_ill_ec_contig75	contig_93	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212482	1212967	ec_ill_ec_contig104	contig_93	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220940	1213035	ec_ill_ec_contig60	contig_93	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
