pa_ill_pa_contig11	contig_152
pa_ill_pa_contig10	contig_152
pa_ill_pa_contig13	contig_152
pa_ill_pa_contig12	contig_152
pa_ill_pa_contig15	contig_152
pa_ill_pa_contig14	contig_152
pa_ill_pa_contig17	contig_152
pa_ill_pa_contig16	contig_152
pa_ill_pa_contig19	contig_152
pa_ill_pa_contig18	contig_152
bs_ill_bs_contig1326	contig_89	contig_87	contig_104
ec_ill_ec_contig25	contig_97
lm_ill_lm_contig5	contig_87
lf_ill_lf_contig28	contig_94
lf_ill_lf_contig29	contig_94
lf_ill_lf_contig26	contig_94
lf_ill_lf_contig27	contig_94
lf_ill_lf_contig24	contig_94
lf_ill_lf_contig25	contig_94
lf_ill_lf_contig22	contig_94
lf_ill_lf_contig23	contig_94
lf_ill_lf_contig20	contig_94
lf_ill_lf_contig21	contig_94
ec_ill_ec_contig22	contig_97
lm_ill_lm_contig4	contig_87
ec_ill_ec_contig20	contig_97
ec_ill_ec_contig97	contig_97
pa_ill_pa_contig77	contig_152
ec_ill_ec_contig95	contig_97
ec_ill_ec_contig94	contig_97
ec_ill_ec_contig93	contig_97
ec_ill_ec_contig92	contig_97
ec_ill_ec_contig91	contig_97
pa_ill_pa_contig76	contig_152
pa_ill_pa_contig75	contig_152
ec_ill_ec_contig99	contig_97
ec_ill_ec_contig98	contig_97
ef_ill_ef_contig12	contig_2
pa_ill_pa_contig73	contig_152
pa_ill_pa_contig72	contig_152
lf_ill_lf_contig7	contig_94
lf_ill_lf_contig6	contig_94
lf_ill_lf_contig5	contig_94
lf_ill_lf_contig4	contig_94
lf_ill_lf_contig3	contig_94
lf_ill_lf_contig2	contig_94
lf_ill_lf_contig1	contig_94
ef_ill_ef_contig16	contig_2	contig_87	contig_104
lf_ill_lf_contig9	contig_94
lf_ill_lf_contig8	contig_94
ef_ill_ef_contig1	contig_2
ef_ill_ef_contig19	contig_2	contig_87	contig_97	contig_96	contig_89	contig_104	contig_94
ef_ill_ef_contig3	contig_2
ef_ill_ef_contig2	contig_89	contig_2	contig_87
ef_ill_ef_contig5	contig_2
ef_ill_ef_contig4	contig_2
ef_ill_ef_contig7	contig_2
ef_ill_ef_contig6	contig_2
pa_ill_pa_contig55	contig_152
ef_ill_ef_contig8	contig_2
pa_ill_pa_contig57	contig_152
pa_ill_pa_contig56	contig_152
