S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102672	ec_ill_ec_contig2	contig_94	99.97		True
local misassembly
310191	312944	102673	105425	ec_ill_ec_contig2	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303763	105515	ec_ill_ec_contig4	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306738	303764	ec_ill_ec_contig65	contig_94	99.83		True
local misassembly
1	1463	308598	307136	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308965	346262	ec_ill_ec_contig39	contig_94	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346358	346686	ec_ill_ec_contig104	contig_94	91.19		True
indel: indel (> 5bp)
384	502	346687	346805	ec_ill_ec_contig104	contig_94	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346878	392182	ec_ill_ec_contig15	contig_94	99.91		True
local misassembly
45064	105217	392197	452337	ec_ill_ec_contig15	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452338	453567	ec_ill_ec_contig79	contig_94	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453568	513973	ec_ill_ec_contig31	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514161	857333	ec_ill_ec_contig1	contig_94	99.97		True
local misassembly
343563	393863	857334	907627	ec_ill_ec_contig1	contig_94	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980574	907628	ec_ill_ec_contig16	contig_94	99.98		True
local misassembly
1	31383	1011950	980575	ec_ill_ec_contig16	contig_94	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014974	1011952	ec_ill_ec_contig65	contig_94	99.8		True
local misassembly
1	1463	1016840	1015378	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058381	1017111	ec_ill_ec_contig37	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059299	1058382	ec_ill_ec_contig83	contig_94	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059300	1206773	ec_ill_ec_contig7	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206774	1208697	ec_ill_ec_contig73	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209259	1208698	ec_ill_ec_contig91	contig_94	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209260	1209904	ec_ill_ec_contig94	contig_94	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210158	1211886	ec_ill_ec_contig75	contig_94	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212335	1212819	ec_ill_ec_contig104	contig_94	91.56		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220788	1212887	ec_ill_ec_contig60	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221910	1220789	ec_ill_ec_contig80	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221911	1315289	ec_ill_ec_contig20	contig_94	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315290	1317215	ec_ill_ec_contig73	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317777	1317216	ec_ill_ec_contig91	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317778	1318401	ec_ill_ec_contig94	contig_94	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318402	1390229	ec_ill_ec_contig25	contig_94	99.92		True
local misassembly [fragmentation of reference genome]
1	5324	1395659	1390337	ec_ill_ec_contig64	contig_94	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1395942	1412010	ec_ill_ec_contig53	contig_94	99.95		True
translocation
26703	27345	1412011	1412648	ec_ill_ec_contig46	contig_94	96.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412649	1413103	ec_ill_ec_contig101	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415683	1413104	ec_ill_ec_contig70	contig_94	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1415965	1418389	ec_ill_ec_contig72	contig_94	99.96		True
translocation
4875	5324	1418390	1418839	ec_ill_ec_contig64	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419552	1418942	ec_ill_ec_contig25	contig_94	97.25		True
translocation
1	22687	1442243	1419553	ec_ill_ec_contig48	contig_94	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442244	1442803	ec_ill_ec_contig92	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442804	1444158	ec_ill_ec_contig77	contig_94	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	569	1444671	1444159	ec_ill_ec_contig97	contig_94	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111086	1555739	1444672	ec_ill_ec_contig12	contig_94	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1555924	1557386	ec_ill_ec_contig65	contig_94	99.93		True
local misassembly
1876	4847	1557707	1560678	ec_ill_ec_contig65	contig_94	99.57		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649126	1560679	ec_ill_ec_contig23	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649530	1650988	ec_ill_ec_contig65	contig_94	99.59		True
local misassembly
1876	4902	1651401	1654427	ec_ill_ec_contig65	contig_94	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654646	1708332	ec_ill_ec_contig33	contig_94	99.97		True
local misassembly [fragmentation of reference genome]
1	71920	1708333	1780238	ec_ill_ec_contig24	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780638	1782099	ec_ill_ec_contig65	contig_94	99.79		True
local misassembly
1876	4902	1782420	1785446	ec_ill_ec_contig65	contig_94	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1789930	1785665	ec_ill_ec_contig66	contig_94	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1789931	1790850	ec_ill_ec_contig83	contig_94	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821687	1790851	ec_ill_ec_contig43	contig_94	99.95		True
translocation
56	399	1822029	1821688	ec_ill_ec_contig6	contig_94	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822030	1823490	ec_ill_ec_contig65	contig_94	99.86		True
local misassembly
1876	4902	1823809	1826835	ec_ill_ec_contig65	contig_94	99.5		True
fake: not a misassembly [fragmentation of reference genome]
