S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207316	310075	1	102733	ec_ill_ec_contig2	contig_96	99.96		True
local misassembly
310191	312944	102734	105486	ec_ill_ec_contig2	contig_96	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303811	105576	ec_ill_ec_contig4	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306785	303812	ec_ill_ec_contig65	contig_96	99.87		True
local misassembly
1	1463	308645	307183	ec_ill_ec_contig65	contig_96	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309012	346304	ec_ill_ec_contig39	contig_96	99.98		True
local misassembly [fragmentation of reference genome]
22	350	346400	346728	ec_ill_ec_contig104	contig_96	91.19		True
indel: indel (> 5bp)
384	502	346729	346847	ec_ill_ec_contig104	contig_96	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346920	392225	ec_ill_ec_contig15	contig_96	99.91		True
local misassembly
45064	105217	392240	452386	ec_ill_ec_contig15	contig_96	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452387	453616	ec_ill_ec_contig79	contig_96	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453617	514024	ec_ill_ec_contig31	contig_96	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514212	857398	ec_ill_ec_contig1	contig_96	99.97		True
local misassembly
343563	393863	857399	907692	ec_ill_ec_contig1	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980638	907693	ec_ill_ec_contig16	contig_96	99.98		True
local misassembly
1	31383	1012012	980639	ec_ill_ec_contig16	contig_96	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015039	1012014	ec_ill_ec_contig65	contig_96	99.9		True
local misassembly
1	1463	1016905	1015443	ec_ill_ec_contig65	contig_96	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058437	1017176	ec_ill_ec_contig37	contig_96	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059355	1058438	ec_ill_ec_contig83	contig_96	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059356	1206830	ec_ill_ec_contig7	contig_96	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206831	1208757	ec_ill_ec_contig73	contig_96	99.85		True
