Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v3_1_MP	7	7	7	7	24074828	24074828	24074828	24074828	7	4765884	24074828	1805517	44.80	52.72	4045594	4765884	2845421	4765884	3	1	5	1	73	1	1947311	12	0	0	6	0 + 7 part	22081849	99.943	1.105	0.00	270.08	11.20	177203	1986954	89791	35033	8	17
r10_1bin_v3_1_MP_helen	7	7	7	7	24070090	24070090	24070090	24070090	7	4765881	24070090	1805517	44.80	52.72	4045616	4765881	2845364	4765881	3	1	5	1	74	1	1945172	12	0	1	6	0 + 7 part	22080589	99.820	1.104	0.04	265.81	10.99	177206	1983466	69719	35032	8	18
r10_1bin_v3_1_r1_medaka	7	7	7	7	24071888	24071888	24071888	24071888	7	4765833	24071888	1805517	44.80	52.72	4045591	4765833	2845429	4765833	3	1	5	1	76	1	1945343	26	0	0	6	0 + 7 part	22083857	99.935	1.102	0.00	302.64	15.96	173114	1982055	89789	34852	8	17
r10_1bin_v3_1_r2_medaka	7	7	7	7	24063470	24063470	24063470	24063470	7	4765837	24063470	1805517	44.80	52.72	4045596	4765837	2845429	4765837	3	1	5	1	78	1	1936940	25	0	0	6	0 + 7 part	22083004	99.907	1.098	0.00	287.64	13.81	177197	1974626	81643	35032	8	17
r10_1bin_v3_1_racon_r1	7	7	7	7	24060900	24060900	24060900	24060900	7	4765031	24060900	1805517	44.79	52.72	4045200	4765031	2845295	4765031	3	1	5	1	75	1	1935218	43	0	0	6	0 + 7 part	22078751	99.922	1.099	0.00	275.85	58.54	173007	1975300	89762	34818	8	17
r10_1bin_v3_1_racon_r2	7	7	7	7	24056048	24056048	24056048	24056048	7	4765076	24056048	1805517	44.78	52.72	4045302	4765076	2845304	4765076	3	1	5	1	81	1	1930341	33	0	0	6	0 + 7 part	22079208	99.847	1.097	0.00	268.23	52.15	176953	1970998	81544	35027	8	17
r10_1bin_v3_1_raw	7	7	7	7	24060486	24060486	24060486	24060486	7	4763514	24060486	1805517	44.77	52.72	4042945	4763514	2843358	4763514	3	1	5	1	75	1	1945501	29	0	0	6	0 + 7 part	22105818	99.861	1.084	0.00	371.64	353.56	177003	1951247	69730	34946	8	18
r10_1bin_v3_2_MP	7	7	7	7	24074490	24074490	24074490	24074490	7	4765366	24074490	1805517	44.80	52.72	4045598	4765366	2845423	4765366	3	1	5	1	74	1	1947346	11	0	0	6	0 + 7 part	22081986	99.943	1.104	0.00	268.64	12.25	177207	1986418	89789	35032	8	17
r10_1bin_v3_2_MP_helen	7	7	7	7	24070611	24070611	24070611	24070611	7	4765332	24070611	1805517	44.80	52.72	4045623	4765332	2845360	4765332	3	1	5	1	73	1	1946452	12	0	0	6	0 + 7 part	22078925	99.943	1.104	0.00	267.86	12.30	177205	1985600	89686	35032	8	17
r10_1bin_v3_2_r1_medaka	7	7	7	7	24075114	24075114	24075114	24075114	7	4765684	24075114	1805517	44.80	52.72	4045846	4765684	2845571	4765684	3	1	5	1	76	1	1945713	28	0	0	6	0 + 7 part	22087757	99.925	1.102	0.00	306.11	24.22	176692	1983720	89796	35034	8	17
