Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_2bins_1_MP	74	74	4	70	0	0	0	0	0	1	1947363	1	36	12	0	0	66	6	4823	209	159	50	2615
r10_2bins_1_MP_helen	73	73	3	70	0	0	0	0	0	1	1945924	1	36	15	0	0	66	6	4798	200	151	49	2627
r10_2bins_1_r1_medaka	74	74	3	71	0	0	0	0	0	1	1946055	1	36	31	0	0	64	6	5371	262	212	50	2779
r10_2bins_1_r2_medaka	78	78	7	71	0	0	0	0	0	1	1936041	1	40	30	0	0	65	6	4950	190	138	52	2858
r10_2bins_1_racon_r1	74	74	3	71	0	0	0	0	0	1	1934715	1	36	45	0	0	62	6	4800	1010	942	68	4671
r10_2bins_1_racon_r2	80	80	8	72	0	0	0	0	0	1	1928577	1	34	35	0	0	63	6	4834	970	897	73	4698
r10_2bins_1_raw	76	76	4	72	0	0	0	0	0	1	1945528	1	42	29	0	0	39	6	6496	6307	6202	105	11401
r10_2bins_2_MP	74	74	4	70	0	0	0	0	0	1	1947395	1	36	12	0	0	66	6	4820	218	170	48	2615
r10_2bins_2_MP_helen	73	73	3	70	0	0	0	0	0	1	1946836	1	36	12	0	0	66	6	4829	251	198	53	2828
r10_2bins_2_r1_medaka	73	73	3	70	0	0	0	0	0	1	1946184	1	36	29	0	0	64	6	5268	228	181	47	2615
r10_2bins_2_r2_medaka	77	77	6	71	0	0	0	0	0	1	1935951	1	36	30	0	0	65	6	5099	233	184	49	2835
r10_2bins_2_racon_r1	74	74	3	71	0	0	0	0	0	1	1935382	1	36	44	0	0	62	6	4840	1073	997	76	5155
r10_2bins_2_racon_r2	78	78	6	72	0	0	0	0	0	1	1929636	1	32	37	0	0	63	6	4872	939	873	66	4466
r10_2bins_2_raw	75	75	4	71	0	0	0	0	0	1	1945673	1	42	29	0	0	37	6	6435	6283	6181	102	11325
r10_2bins_3_MP	74	74	4	70	0	0	0	0	0	1	1947381	1	36	11	0	0	66	6	4863	222	172	50	2735
r10_2bins_3_MP_helen	73	73	3	70	0	0	0	0	0	1	1946440	1	36	14	0	0	66	6	4880	227	175	52	2783
r10_2bins_3_r1_medaka	73	73	3	70	0	0	0	0	0	1	1946201	1	34	29	0	0	65	6	5224	221	170	51	2773
r10_2bins_3_r2_medaka	76	76	5	71	0	0	0	0	0	1	1937045	1	36	32	0	0	65	6	5038	220	166	54	2981
r10_2bins_3_racon_r1	74	74	3	71	0	0	0	0	0	1	1935221	1	36	45	0	0	62	6	4826	1065	986	79	5154
r10_2bins_3_racon_r2	80	80	6	74	0	0	0	0	0	1	1928675	1	32	36	0	0	64	6	4810	980	910	70	4905
r10_2bins_3_raw	75	75	4	71	0	0	0	0	0	1	1945673	1	42	29	0	0	38	6	6449	6282	6180	102	11214
