pa_ill_pa_contig11	contig_142
pa_ill_pa_contig10	contig_142
pa_ill_pa_contig13	contig_142
pa_ill_pa_contig12	contig_142
pa_ill_pa_contig15	contig_142
pa_ill_pa_contig14	contig_142
pa_ill_pa_contig17	contig_142
pa_ill_pa_contig16	contig_142
pa_ill_pa_contig19	contig_142
pa_ill_pa_contig18	contig_142
bs_ill_bs_contig1326	contig_102	contig_87	contig_84
ec_ill_ec_contig25	contig_95
lm_ill_lm_contig5	contig_84
lf_ill_lf_contig28	contig_92
lf_ill_lf_contig29	contig_92
lf_ill_lf_contig26	contig_92
lf_ill_lf_contig27	contig_92
lf_ill_lf_contig24	contig_92
lf_ill_lf_contig25	contig_92
lf_ill_lf_contig22	contig_92
lf_ill_lf_contig23	contig_92
lf_ill_lf_contig20	contig_92
lf_ill_lf_contig21	contig_92
ec_ill_ec_contig22	contig_95
lm_ill_lm_contig4	contig_84
ec_ill_ec_contig20	contig_95
ec_ill_ec_contig97	contig_95
pa_ill_pa_contig77	contig_142
ec_ill_ec_contig95	contig_95
ec_ill_ec_contig94	contig_95
ec_ill_ec_contig93	contig_95
ec_ill_ec_contig92	contig_95
ec_ill_ec_contig91	contig_95
pa_ill_pa_contig76	contig_142
pa_ill_pa_contig75	contig_142
ec_ill_ec_contig99	contig_95
ec_ill_ec_contig98	contig_95
ef_ill_ef_contig12	contig_2
pa_ill_pa_contig73	contig_142
pa_ill_pa_contig72	contig_142
lf_ill_lf_contig7	contig_92
lf_ill_lf_contig6	contig_92
lf_ill_lf_contig5	contig_92
lf_ill_lf_contig4	contig_92
lf_ill_lf_contig3	contig_92
lf_ill_lf_contig2	contig_92
lf_ill_lf_contig1	contig_92
ef_ill_ef_contig16	contig_102	contig_2	contig_84
lf_ill_lf_contig9	contig_92
lf_ill_lf_contig8	contig_92
ef_ill_ef_contig1	contig_2
ef_ill_ef_contig19	contig_92	contig_95	contig_87	contig_84	contig_102	contig_2	contig_94
ef_ill_ef_contig3	contig_2
ef_ill_ef_contig2	contig_2	contig_87	contig_84
ef_ill_ef_contig5	contig_2
ef_ill_ef_contig4	contig_2
ef_ill_ef_contig7	contig_2
ef_ill_ef_contig6	contig_2
pa_ill_pa_contig55	contig_142
ef_ill_ef_contig8	contig_2
pa_ill_pa_contig57	contig_142
