S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102667	ec_ill_ec_contig2	contig_95	99.97		True
local misassembly
310191	312944	102668	105420	ec_ill_ec_contig2	contig_95	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303751	105510	ec_ill_ec_contig4	contig_95	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306723	303752	ec_ill_ec_contig65	contig_95	99.93		True
local misassembly
1	1463	308583	307121	ec_ill_ec_contig65	contig_95	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308950	346245	ec_ill_ec_contig39	contig_95	99.98		True
local misassembly [fragmentation of reference genome]
22	350	346341	346669	ec_ill_ec_contig104	contig_95	91.19		True
indel: indel (> 5bp)
384	502	346670	346788	ec_ill_ec_contig104	contig_95	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346861	392159	ec_ill_ec_contig15	contig_95	99.92		True
local misassembly
45064	105217	392174	452323	ec_ill_ec_contig15	contig_95	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452324	453554	ec_ill_ec_contig79	contig_95	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453555	513961	ec_ill_ec_contig31	contig_95	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514149	857336	ec_ill_ec_contig1	contig_95	99.97		True
local misassembly
343563	393863	857337	907628	ec_ill_ec_contig1	contig_95	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980572	907629	ec_ill_ec_contig16	contig_95	99.97		True
local misassembly
1	31383	1011948	980573	ec_ill_ec_contig16	contig_95	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014976	1011950	ec_ill_ec_contig65	contig_95	99.93		True
local misassembly
1	1463	1016842	1015380	ec_ill_ec_contig65	contig_95	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058379	1017113	ec_ill_ec_contig37	contig_95	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059298	1058380	ec_ill_ec_contig83	contig_95	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059299	1206767	ec_ill_ec_contig7	contig_95	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206768	1208691	ec_ill_ec_contig73	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209253	1208692	ec_ill_ec_contig91	contig_95	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209254	1209898	ec_ill_ec_contig94	contig_95	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210152	1211880	ec_ill_ec_contig75	contig_95	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212329	1212814	ec_ill_ec_contig104	contig_95	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220783	1212882	ec_ill_ec_contig60	contig_95	99.95		True
