Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_8bins_1_MP	7	7	7	7	24074745	24074745	24074745	24074745	7	4765396	24074745	2689205	44.80	32.69	4045595	4765396	2845436	4765396	3	1	5	1	13	1	2719941	9	0	0	6	0 + 7 part	21276230	99.537	1.045	0.00	282.21	110.62	948830	2796602	480570	381494	2	4
r10_8bins_1_MP_helen	7	7	7	7	24070729	24070729	24070729	24070729	7	4765339	24070729	2689205	44.80	32.69	4045615	4765339	2845374	4765339	3	1	5	1	13	1	2718121	10	0	0	6	0 + 7 part	21273903	99.537	1.045	0.00	250.98	40.72	948257	2794907	480279	381244	2	4
r10_8bins_1_r1_medaka	7	7	7	7	24072155	24072155	24072155	24072155	7	4765361	24072155	2689205	44.80	32.69	4045602	4765361	2845428	4765361	3	1	5	1	13	1	2719506	10	0	0	6	0 + 7 part	21274145	99.537	1.045	0.00	283.96	75.69	948756	2796099	480469	381433	2	4
r10_8bins_1_r2_medaka	7	7	7	7	24064354	24064354	24064354	24064354	7	4765365	24064354	2689205	44.80	32.69	4045598	4765365	2845430	4765365	3	1	5	1	13	1	2719603	10	0	0	6	0 + 7 part	21266469	99.537	1.045	0.00	282.17	75.54	948808	2795973	480494	381442	2	4
r10_8bins_1_racon_r1	7	7	7	7	24061185	24061185	24061185	24061185	7	4764689	24061185	2689205	44.79	32.69	4045293	4764689	2845286	4764689	3	1	5	1	13	1	2720301	9	0	0	6	0 + 7 part	21266438	99.537	1.044	0.00	276.72	108.08	948910	2792836	480596	381535	2	4
r10_8bins_1_racon_r2	7	7	7	7	24054036	24054036	24054036	24054036	7	4764726	24054036	2689205	44.79	32.69	4045319	4764726	2845307	4764726	3	1	5	1	13	1	2720317	10	0	0	6	0 + 7 part	21255182	99.537	1.046	0.00	293.83	109.65	949051	2796941	480583	381561	2	4
r10_8bins_1_raw	7	7	7	7	24061588	24061588	24061588	24061588	7	4763575	24061588	2689205	44.77	32.69	4043044	4763575	2843860	4763575	3	1	5	1	15	1	2718868	19	0	0	5	0 + 7 part	21321559	99.535	1.024	0.00	252.85	165.84	948393	2738106	480378	381350	2	4
r10_8bins_2_MP	7	7	7	7	24074631	24074631	24074631	24074631	7	4765403	24074631	2689205	44.80	32.69	4045596	4765403	2845427	4765403	3	1	5	1	13	1	2719784	9	0	0	6	0 + 7 part	21274894	99.537	1.046	0.00	287.25	111.74	948731	2797815	480577	381479	2	4
r10_8bins_2_MP_helen	7	7	7	7	24069339	24069339	24069339	24069339	7	4765334	24069339	2689205	44.80	32.69	4045616	4765334	2845364	4765334	3	1	5	1	13	1	2717999	9	0	0	6	0 + 7 part	21271384	99.537	1.045	0.00	256.62	42.59	948068	2796036	480279	381236	2	4
r10_8bins_2_r1_medaka	7	7	7	7	24071923	24071923	24071923	24071923	7	4765359	24071923	2689205	44.80	32.69	4045587	4765359	2845435	4765359	3	1	5	1	13	1	2719522	9	0	0	6	0 + 7 part	21273185	99.537	1.046	0.00	286.65	75.39	948643	2796826	480494	381407	2	4
r10_8bins_2_r2_medaka	7	7	7	7	24062244	24062244	24062244	24062244	7	4765364	24062244	2689205	44.80	32.69	4045593	4765364	2845433	4765364	3	1	5	1	13	1	2719572	9	0	0	6	0 + 7 part	21262585	99.537	1.046	0.00	291.77	75.91	948667	2797747	480488	381433	2	4
r10_8bins_2_racon_r1	7	7	7	7	24061038	24061038	24061038	24061038	7	4764683	24061038	2689205	44.79	32.69	4045258	4764683	2845287	4764683	3	1	5	1	13	1	2720345	9	0	0	6	0 + 7 part	21264875	99.537	1.045	0.00	284.41	110.32	948937	2794242	480641	381498	2	4
r10_8bins_2_racon_r2	7	7	7	7	24054829	24054829	24054829	24054829	7	4764682	24054829	2689205	44.79	32.69	4045323	4764682	2845362	4764682	3	1	5	1	13	1	2720410	9	0	0	6	0 + 7 part	21254555	99.537	1.046	0.00	302.42	110.02	948964	2798361	480625	381584	2	4
r10_8bins_2_raw	7	7	7	7	24060476	24060476	24060476	24060476	7	4763493	24060476	2689205	44.77	32.69	4042479	4763493	2843855	4763493	3	1	5	1	13	1	2718437	19	0	0	5	0 + 7 part	21318447	99.538	1.024	0.00	250.71	159.30	948372	2740114	480398	381299	2	4
r10_8bins_3_MP	7	7	7	7	24074724	24074724	24074724	24074724	7	4765471	24074724	2689205	44.80	32.69	4045596	4765471	2845427	4765471	3	1	5	1	14	1	2719778	9	0	0	6	0 + 7 part	21276104	99.546	1.045	0.00	281.51	110.46	948926	2796643	480559	381478	2	4
r10_8bins_3_MP_helen	7	7	7	7	24069480	24069480	24069480	24069480	7	4765411	24069480	2689205	44.80	32.69	4045613	4765411	2845365	4765411	3	1	5	1	14	1	2718019	10	0	0	6	0 + 7 part	21272622	99.546	1.045	0.00	250.80	41.43	948399	2794884	480279	381237	2	4
r10_8bins_3_r1_medaka	7	7	7	7	24072032	24072032	24072032	24072032	7	4765372	24072032	2689205	44.80	32.69	4045582	4765372	2845437	4765372	3	1	5	1	14	1	2719548	9	0	0	6	0 + 7 part	21273511	99.546	1.045	0.00	284.16	75.91	948848	2796555	480498	381420	2	4
r10_8bins_3_r2_medaka	7	7	7	7	24064645	24064645	24064645	24064645	7	4765365	24064645	2689205	44.80	32.69	4045587	4765365	2845434	4765365	3	1	5	1	14	1	2719556	9	0	0	6	0 + 7 part	21266251	99.546	1.045	0.00	283.90	74.52	948865	2796429	480485	381419	2	4
r10_8bins_3_racon_r1	7	7	7	7	24060108	24060108	24060108	24060108	7	4764770	24060108	2689205	44.79	32.69	4045248	4764770	2845286	4764770	3	1	5	1	14	1	2720274	10	0	0	6	0 + 7 part	21263756	99.546	1.045	0.00	283.75	108.26	949260	2794386	480584	381541	2	4
r10_8bins_3_racon_r2	7	7	7	7	24055808	24055808	24055808	24055808	7	4764744	24055808	2689205	44.79	32.69	4045358	4764744	2845324	4764744	3	1	5	1	14	1	2720341	10	0	0	6	0 + 7 part	21256890	99.546	1.046	0.00	294.77	108.41	949283	2796952	480602	381538	2	4
r10_8bins_3_raw	7	7	7	7	24060952	24060952	24060952	24060952	7	4763941	24060952	2689205	44.77	32.69	4043002	4763941	2843844	4763941	3	1	5	1	13	1	2718429	20	0	0	5	0 + 7 part	21323181	99.538	1.023	0.00	239.24	158.06	1350628	2735856	1350628	381299	1	3
