S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102755	ec_ill_ec_contig2	contig_33	99.99		True
local misassembly
310191	312944	102756	105509	ec_ill_ec_contig2	contig_33	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303854	105599	ec_ill_ec_contig4	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306826	303855	ec_ill_ec_contig65	contig_33	99.93		True
local misassembly
1	1463	308686	307224	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309053	346348	ec_ill_ec_contig39	contig_33	99.99		True
local misassembly [fragmentation of reference genome]
22	350	346444	346772	ec_ill_ec_contig104	contig_33	91.19		True
indel: indel (> 5bp)
384	502	346773	346891	ec_ill_ec_contig104	contig_33	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346964	392268	ec_ill_ec_contig15	contig_33	99.95		True
local misassembly
45064	105217	392283	452434	ec_ill_ec_contig15	contig_33	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452435	453666	ec_ill_ec_contig79	contig_33	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453667	514076	ec_ill_ec_contig31	contig_33	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514264	857468	ec_ill_ec_contig1	contig_33	99.99		True
local misassembly
343563	393863	857469	907768	ec_ill_ec_contig1	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980726	907769	ec_ill_ec_contig16	contig_33	99.99		True
local misassembly
1	31383	1012108	980727	ec_ill_ec_contig16	contig_33	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015136	1012110	ec_ill_ec_contig65	contig_33	99.93		True
local misassembly
1	1463	1017002	1015540	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058549	1017273	ec_ill_ec_contig37	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059470	1058550	ec_ill_ec_contig83	contig_33	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059471	1206967	ec_ill_ec_contig7	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206968	1208891	ec_ill_ec_contig73	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209453	1208892	ec_ill_ec_contig91	contig_33	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209454	1210098	ec_ill_ec_contig94	contig_33	98.91		True
fake: not a misassembly [fragmentation of reference genome]
