S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102740	ec_ill_ec_contig2	contig_33	99.96		True
local misassembly
310191	312944	102741	105493	ec_ill_ec_contig2	contig_33	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303812	105583	ec_ill_ec_contig4	contig_33	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306783	303813	ec_ill_ec_contig65	contig_33	99.9		True
local misassembly
1	1463	308643	307181	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309010	346305	ec_ill_ec_contig39	contig_33	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346401	346729	ec_ill_ec_contig104	contig_33	91.19		True
indel: indel (> 5bp)
384	502	346730	346848	ec_ill_ec_contig104	contig_33	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346921	392221	ec_ill_ec_contig15	contig_33	99.9		True
local misassembly
45064	105217	392236	452378	ec_ill_ec_contig15	contig_33	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452379	453609	ec_ill_ec_contig79	contig_33	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453610	514018	ec_ill_ec_contig31	contig_33	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514206	857395	ec_ill_ec_contig1	contig_33	99.97		True
local misassembly
343563	393863	857396	907686	ec_ill_ec_contig1	contig_33	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980631	907687	ec_ill_ec_contig16	contig_33	99.97		True
local misassembly
1	31383	1012006	980632	ec_ill_ec_contig16	contig_33	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015033	1012008	ec_ill_ec_contig65	contig_33	99.83		True
local misassembly
1	1463	1016899	1015437	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058441	1017170	ec_ill_ec_contig37	contig_33	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059359	1058442	ec_ill_ec_contig83	contig_33	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059360	1206833	ec_ill_ec_contig7	contig_33	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206834	1208757	ec_ill_ec_contig73	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209319	1208758	ec_ill_ec_contig91	contig_33	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209320	1209964	ec_ill_ec_contig94	contig_33	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210218	1211946	ec_ill_ec_contig75	contig_33	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212395	1212880	ec_ill_ec_contig104	contig_33	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220850	1212948	ec_ill_ec_contig60	contig_33	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221972	1220851	ec_ill_ec_contig80	contig_33	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221973	1315365	ec_ill_ec_contig20	contig_33	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315366	1317293	ec_ill_ec_contig73	contig_33	99.45		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317855	1317294	ec_ill_ec_contig91	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317856	1318480	ec_ill_ec_contig94	contig_33	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318481	1390311	ec_ill_ec_contig25	contig_33	99.92		True
local misassembly [fragmentation of reference genome]
1	5324	1395740	1390419	ec_ill_ec_contig64	contig_33	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396023	1412086	ec_ill_ec_contig53	contig_33	99.89		True
translocation
26703	27345	1412087	1412728	ec_ill_ec_contig46	contig_33	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412729	1413183	ec_ill_ec_contig101	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415763	1413184	ec_ill_ec_contig70	contig_33	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416046	1418469	ec_ill_ec_contig72	contig_33	99.96		True
translocation
4875	5324	1418470	1418919	ec_ill_ec_contig64	contig_33	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419632	1419022	ec_ill_ec_contig25	contig_33	97.25		True
translocation
1	22687	1442319	1419633	ec_ill_ec_contig48	contig_33	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442320	1442879	ec_ill_ec_contig92	contig_33	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442880	1444235	ec_ill_ec_contig77	contig_33	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444748	1444236	ec_ill_ec_contig97	contig_33	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555822	1444749	ec_ill_ec_contig12	contig_33	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556007	1557466	ec_ill_ec_contig65	contig_33	99.73		True
local misassembly
1876	4847	1557787	1560758	ec_ill_ec_contig65	contig_33	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649204	1560759	ec_ill_ec_contig23	contig_33	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649608	1651071	ec_ill_ec_contig65	contig_33	99.66		True
local misassembly
1876	4902	1651484	1654512	ec_ill_ec_contig65	contig_33	99.6		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654731	1708410	ec_ill_ec_contig33	contig_33	99.97		True
local misassembly [fragmentation of reference genome]
1	71920	1708411	1780326	ec_ill_ec_contig24	contig_33	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780725	1782186	ec_ill_ec_contig65	contig_33	99.79		True
local misassembly
1876	4902	1782507	1785534	ec_ill_ec_contig65	contig_33	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790019	1785753	ec_ill_ec_contig66	contig_33	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790020	1790939	ec_ill_ec_contig83	contig_33	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821776	1790940	ec_ill_ec_contig43	contig_33	99.96		True
translocation
56	399	1822118	1821777	ec_ill_ec_contig6	contig_33	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822119	1823578	ec_ill_ec_contig65	contig_33	99.79		True
local misassembly
1876	4902	1823899	1826925	ec_ill_ec_contig65	contig_33	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1826927	1829937	ec_ill_ec_contig8	contig_33	99.93		True
indel: stretch of mismatches
3012	83127	1829938	1909943	ec_ill_ec_contig8	contig_33	99.83		True
local misassembly
82979	138617	1910134	1965769	ec_ill_ec_contig8	contig_33	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966322	1965837	ec_ill_ec_contig104	contig_33	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966418	1996664	ec_ill_ec_contig44	contig_33	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104584	1996856	ec_ill_ec_contig14	contig_33	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2104585	2105696	ec_ill_ec_contig81	contig_33	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2105697	2115389	ec_ill_ec_contig59	contig_33	99.94		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2115911	2115462	ec_ill_ec_contig104	contig_33	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2115912	2119453	ec_ill_ec_contig67	contig_33	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120142	2119454	ec_ill_ec_contig89	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209724	2120143	ec_ill_ec_contig21	contig_33	99.96		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218114	2209938	ec_ill_ec_contig35	contig_33	99.84		True
local misassembly
1	42569	2260674	2218115	ec_ill_ec_contig35	contig_33	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2261904	2260675	ec_ill_ec_contig79	contig_33	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265089	2261905	ec_ill_ec_contig68	contig_33	99.97		True
local misassembly [fragmentation of reference genome]
22	507	2265185	2265670	ec_ill_ec_contig104	contig_33	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287514	2265738	ec_ill_ec_contig49	contig_33	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288067	2287583	ec_ill_ec_contig104	contig_33	91.56		True
local misassembly [fragmentation of reference genome]
1	181861	2469915	2288163	ec_ill_ec_contig6	contig_33	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2469916	2471321	ec_ill_ec_contig65	contig_33	99.25		True
local misassembly
1876	4847	2471734	2474707	ec_ill_ec_contig65	contig_33	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492059	2474708	ec_ill_ec_contig52	contig_33	99.88		True
local misassembly [fragmentation of reference genome]
6	105426	2492678	2598078	ec_ill_ec_contig5	contig_33	99.77		True
local misassembly
105527	184250	2598079	2676796	ec_ill_ec_contig5	contig_33	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678028	2676797	ec_ill_ec_contig79	contig_33	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678029	2745073	ec_ill_ec_contig29	contig_33	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2745955	2805932	ec_ill_ec_contig32	contig_33	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2805933	2807164	ec_ill_ec_contig79	contig_33	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2893780	2807165	ec_ill_ec_contig10	contig_33	99.83		True
local misassembly
1	32653	2926428	2893781	ec_ill_ec_contig10	contig_33	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2926429	2928352	ec_ill_ec_contig73	contig_33	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2928914	2928353	ec_ill_ec_contig91	contig_33	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2928915	2929559	ec_ill_ec_contig94	contig_33	99.22		True
