S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207316	310075	1	102758	ec_ill_ec_contig2	contig_54	99.99		True
local misassembly
310191	312944	102759	105512	ec_ill_ec_contig2	contig_54	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303860	105602	ec_ill_ec_contig4	contig_54	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306831	303861	ec_ill_ec_contig65	contig_54	99.9		True
local misassembly
1	1463	308691	307229	ec_ill_ec_contig65	contig_54	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309058	346357	ec_ill_ec_contig39	contig_54	99.99		True
local misassembly [fragmentation of reference genome]
22	350	346453	346781	ec_ill_ec_contig104	contig_54	91.19		True
indel: indel (> 5bp)
384	502	346782	346900	ec_ill_ec_contig104	contig_54	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346973	392279	ec_ill_ec_contig15	contig_54	99.94		True
local misassembly
45064	105217	392294	452448	ec_ill_ec_contig15	contig_54	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452449	453680	ec_ill_ec_contig79	contig_54	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453681	514093	ec_ill_ec_contig31	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514281	857496	ec_ill_ec_contig1	contig_54	99.99		True
local misassembly
343563	393863	857497	907796	ec_ill_ec_contig1	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980757	907797	ec_ill_ec_contig16	contig_54	99.99		True
local misassembly
1	31383	1012139	980758	ec_ill_ec_contig16	contig_54	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015167	1012141	ec_ill_ec_contig65	contig_54	99.93		True
local misassembly
1	1463	1017034	1015571	ec_ill_ec_contig65	contig_54	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058582	1017305	ec_ill_ec_contig37	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059503	1058583	ec_ill_ec_contig83	contig_54	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059504	1207000	ec_ill_ec_contig7	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1207001	1208924	ec_ill_ec_contig73	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209486	1208925	ec_ill_ec_contig91	contig_54	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209487	1210131	ec_ill_ec_contig94	contig_54	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210385	1212113	ec_ill_ec_contig75	contig_54	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212562	1213047	ec_ill_ec_contig104	contig_54	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1221020	1213115	ec_ill_ec_contig60	contig_54	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222142	1221021	ec_ill_ec_contig80	contig_54	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93076	1222143	1315215	ec_ill_ec_contig20	contig_54	99.99		True
local misassembly
93043	93344	1315683	1315986	ec_ill_ec_contig20	contig_54	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1979	1315987	1317964	ec_ill_ec_contig73	contig_54	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1318526	1317965	ec_ill_ec_contig91	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1318527	1319152	ec_ill_ec_contig94	contig_54	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1319153	1390997	ec_ill_ec_contig25	contig_54	99.94		True
local misassembly [fragmentation of reference genome]
1	5324	1396430	1391105	ec_ill_ec_contig64	contig_54	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396713	1412782	ec_ill_ec_contig53	contig_54	99.98		True
translocation
26703	27345	1412783	1413425	ec_ill_ec_contig46	contig_54	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1413426	1413880	ec_ill_ec_contig101	contig_54	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1416461	1413881	ec_ill_ec_contig70	contig_54	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416744	1419168	ec_ill_ec_contig72	contig_54	100.0		True
translocation
4875	5324	1419169	1419618	ec_ill_ec_contig64	contig_54	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1420331	1419721	ec_ill_ec_contig25	contig_54	97.25		True
translocation
1	22687	1443017	1420332	ec_ill_ec_contig48	contig_54	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1443018	1443577	ec_ill_ec_contig92	contig_54	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1443578	1444934	ec_ill_ec_contig77	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1445448	1444935	ec_ill_ec_contig97	contig_54	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1556534	1445449	ec_ill_ec_contig12	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556719	1558182	ec_ill_ec_contig65	contig_54	99.86		True
local misassembly
1876	4847	1558503	1561474	ec_ill_ec_contig65	contig_54	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649935	1561475	ec_ill_ec_contig23	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1650339	1651802	ec_ill_ec_contig65	contig_54	99.86		True
local misassembly
1876	4902	1652215	1655244	ec_ill_ec_contig65	contig_54	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1655464	1709149	ec_ill_ec_contig33	contig_54	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1709150	1781068	ec_ill_ec_contig24	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1781467	1782930	ec_ill_ec_contig65	contig_54	99.86		True
local misassembly
1876	4902	1783251	1786277	ec_ill_ec_contig65	contig_54	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790764	1786497	ec_ill_ec_contig66	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790765	1791685	ec_ill_ec_contig83	contig_54	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1822527	1791686	ec_ill_ec_contig43	contig_54	99.98		True
translocation
56	399	1822869	1822528	ec_ill_ec_contig6	contig_54	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822870	1824333	ec_ill_ec_contig65	contig_54	99.93		True
local misassembly
1876	4902	1824654	1827679	ec_ill_ec_contig65	contig_54	99.47		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1827681	1830691	ec_ill_ec_contig8	contig_54	99.95		True
indel: stretch of mismatches
3012	83127	1830692	1910708	ec_ill_ec_contig8	contig_54	99.86		True
local misassembly
82979	138617	1910899	1966536	ec_ill_ec_contig8	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1967089	1966604	ec_ill_ec_contig104	contig_54	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1967185	1997445	ec_ill_ec_contig44	contig_54	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2105392	1997637	ec_ill_ec_contig14	contig_54	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2105393	2106503	ec_ill_ec_contig81	contig_54	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2106504	2116198	ec_ill_ec_contig59	contig_54	99.99		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2116720	2116271	ec_ill_ec_contig104	contig_54	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2116721	2120264	ec_ill_ec_contig67	contig_54	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120953	2120265	ec_ill_ec_contig89	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2210542	2120954	ec_ill_ec_contig21	contig_54	99.98		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218934	2210758	ec_ill_ec_contig35	contig_54	99.89		True
local misassembly
1	42569	2261501	2218935	ec_ill_ec_contig35	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262734	2261502	ec_ill_ec_contig79	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265919	2262735	ec_ill_ec_contig68	contig_54	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2266015	2266500	ec_ill_ec_contig104	contig_54	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2288344	2266568	ec_ill_ec_contig49	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288898	2288413	ec_ill_ec_contig104	contig_54	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470764	2288994	ec_ill_ec_contig6	contig_54	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470765	2472173	ec_ill_ec_contig65	contig_54	99.45		True
local misassembly
1876	4847	2472586	2475559	ec_ill_ec_contig65	contig_54	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492916	2475560	ec_ill_ec_contig52	contig_54	99.9		True
local misassembly [fragmentation of reference genome]
6	105426	2493535	2598955	ec_ill_ec_contig5	contig_54	99.79		True
local misassembly
105527	184250	2598956	2677679	ec_ill_ec_contig5	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678912	2677680	ec_ill_ec_contig79	contig_54	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678913	2745960	ec_ill_ec_contig29	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746842	2806832	ec_ill_ec_contig32	contig_54	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806833	2808066	ec_ill_ec_contig79	contig_54	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894700	2808067	ec_ill_ec_contig10	contig_54	99.86		True
local misassembly
1	32653	2927353	2894701	ec_ill_ec_contig10	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2927354	2929277	ec_ill_ec_contig73	contig_54	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929839	2929278	ec_ill_ec_contig91	contig_54	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929840	2930484	ec_ill_ec_contig94	contig_54	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930738	2931765	ec_ill_ec_contig84	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931766	2932355	ec_ill_ec_contig94	contig_54	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2932356	2932666	ec_ill_ec_contig25	contig_54	97.72		True
translocation
1	1672	2932667	2934338	ec_ill_ec_contig76	contig_54	99.94		True
translocation
182	998	2934339	2935154	ec_ill_ec_contig36	contig_54	94.92		True
relocation, inconsistency = -1267
1	43039	2935424	2978459	ec_ill_ec_contig36	contig_54	99.96		True
local misassembly
42883	42981	2978608	2978706	ec_ill_ec_contig36	contig_54	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2979336	3081294	ec_ill_ec_contig17	contig_54	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081848	3081363	ec_ill_ec_contig104	contig_54	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081944	3086367	ec_ill_ec_contig28	contig_54	100.0		True
translocation
1	5981	3086368	3092348	ec_ill_ec_contig63	contig_54	99.95		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092901	3092416	ec_ill_ec_contig104	contig_54	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092997	3163120	ec_ill_ec_contig28	contig_54	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3163121	3164353	ec_ill_ec_contig79	contig_54	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253684	3164354	ec_ill_ec_contig22	contig_54	99.98		True
