S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102754	ec_ill_ec_contig2	contig_33	100.0		True
local misassembly
310191	312944	102755	105508	ec_ill_ec_contig2	contig_33	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303860	105598	ec_ill_ec_contig4	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306832	303861	ec_ill_ec_contig65	contig_33	99.93		True
local misassembly
1	1463	308692	307230	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309059	346355	ec_ill_ec_contig39	contig_33	100.0		True
local misassembly [fragmentation of reference genome]
22	350	346451	346779	ec_ill_ec_contig104	contig_33	91.19		True
indel: indel (> 5bp)
384	502	346780	346898	ec_ill_ec_contig104	contig_33	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346971	392273	ec_ill_ec_contig15	contig_33	99.94		True
local misassembly
45064	105217	392288	452440	ec_ill_ec_contig15	contig_33	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452441	453672	ec_ill_ec_contig79	contig_33	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453673	514087	ec_ill_ec_contig31	contig_33	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514275	857494	ec_ill_ec_contig1	contig_33	100.0		True
local misassembly
343563	393863	857495	907793	ec_ill_ec_contig1	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980749	907794	ec_ill_ec_contig16	contig_33	100.0		True
local misassembly
1	31383	1012132	980750	ec_ill_ec_contig16	contig_33	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015160	1012134	ec_ill_ec_contig65	contig_33	99.93		True
local misassembly
1	1463	1017026	1015564	ec_ill_ec_contig65	contig_33	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058574	1017297	ec_ill_ec_contig37	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059494	1058575	ec_ill_ec_contig83	contig_33	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059495	1206987	ec_ill_ec_contig7	contig_33	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206988	1208911	ec_ill_ec_contig73	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209473	1208912	ec_ill_ec_contig91	contig_33	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209474	1210118	ec_ill_ec_contig94	contig_33	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210372	1212100	ec_ill_ec_contig75	contig_33	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212549	1213034	ec_ill_ec_contig104	contig_33	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1221005	1213102	ec_ill_ec_contig60	contig_33	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222127	1221006	ec_ill_ec_contig80	contig_33	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1222128	1315526	ec_ill_ec_contig20	contig_33	100.0		True
