S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207316	310075	1	102757	ec_ill_ec_contig2	contig_34	99.99		True
local misassembly
310191	312944	102758	105511	ec_ill_ec_contig2	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303862	105601	ec_ill_ec_contig4	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306834	303863	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1	1463	308694	307232	ec_ill_ec_contig65	contig_34	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309061	346357	ec_ill_ec_contig39	contig_34	100.0		True
local misassembly [fragmentation of reference genome]
22	350	346453	346781	ec_ill_ec_contig104	contig_34	91.19		True
indel: indel (> 5bp)
384	502	346782	346900	ec_ill_ec_contig104	contig_34	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346973	392275	ec_ill_ec_contig15	contig_34	99.94		True
local misassembly
45064	105217	392290	452443	ec_ill_ec_contig15	contig_34	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452444	453674	ec_ill_ec_contig79	contig_34	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453675	514089	ec_ill_ec_contig31	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514277	857494	ec_ill_ec_contig1	contig_34	100.0		True
local misassembly
343563	393863	857495	907792	ec_ill_ec_contig1	contig_34	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980748	907793	ec_ill_ec_contig16	contig_34	100.0		True
local misassembly
1	31383	1012131	980749	ec_ill_ec_contig16	contig_34	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015159	1012133	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1	1463	1017025	1015563	ec_ill_ec_contig65	contig_34	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058571	1017296	ec_ill_ec_contig37	contig_34	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059491	1058572	ec_ill_ec_contig83	contig_34	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059492	1206984	ec_ill_ec_contig7	contig_34	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206985	1208908	ec_ill_ec_contig73	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209470	1208909	ec_ill_ec_contig91	contig_34	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209471	1210115	ec_ill_ec_contig94	contig_34	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210369	1212097	ec_ill_ec_contig75	contig_34	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212546	1213031	ec_ill_ec_contig104	contig_34	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1221002	1213099	ec_ill_ec_contig60	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222124	1221003	ec_ill_ec_contig80	contig_34	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1222125	1315582	ec_ill_ec_contig20	contig_34	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315583	1317506	ec_ill_ec_contig73	contig_34	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1318068	1317507	ec_ill_ec_contig91	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1318069	1318693	ec_ill_ec_contig94	contig_34	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318694	1390538	ec_ill_ec_contig25	contig_34	99.96		True
local misassembly [fragmentation of reference genome]
1	5324	1395968	1390646	ec_ill_ec_contig64	contig_34	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396251	1412319	ec_ill_ec_contig53	contig_34	99.99		True
translocation
26703	27345	1412320	1412962	ec_ill_ec_contig46	contig_34	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412963	1413417	ec_ill_ec_contig101	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415998	1413418	ec_ill_ec_contig70	contig_34	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416281	1418705	ec_ill_ec_contig72	contig_34	100.0		True
translocation
4875	5324	1418706	1419155	ec_ill_ec_contig64	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419868	1419258	ec_ill_ec_contig25	contig_34	97.25		True
translocation
1	22687	1442555	1419869	ec_ill_ec_contig48	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442556	1443115	ec_ill_ec_contig92	contig_34	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1443116	1444472	ec_ill_ec_contig77	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444986	1444473	ec_ill_ec_contig97	contig_34	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1556076	1444987	ec_ill_ec_contig12	contig_34	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556261	1557723	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1876	4847	1558044	1561015	ec_ill_ec_contig65	contig_34	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649481	1561016	ec_ill_ec_contig23	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649885	1651347	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1876	4902	1651760	1654789	ec_ill_ec_contig65	contig_34	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1655008	1708693	ec_ill_ec_contig33	contig_34	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1708694	1780613	ec_ill_ec_contig24	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1781012	1782474	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1876	4902	1782795	1785821	ec_ill_ec_contig65	contig_34	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790307	1786040	ec_ill_ec_contig66	contig_34	100.0		True
