S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102739	ec_ill_ec_contig2	contig_57	99.96		True
local misassembly
310191	312944	102740	105492	ec_ill_ec_contig2	contig_57	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303828	105581	ec_ill_ec_contig4	contig_57	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306800	303829	ec_ill_ec_contig65	contig_57	99.93		True
local misassembly
1	1463	308659	307197	ec_ill_ec_contig65	contig_57	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309026	346315	ec_ill_ec_contig39	contig_57	99.96		True
local misassembly [fragmentation of reference genome]
22	350	346411	346739	ec_ill_ec_contig104	contig_57	91.19		True
indel: indel (> 5bp)
384	502	346740	346858	ec_ill_ec_contig104	contig_57	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346931	392229	ec_ill_ec_contig15	contig_57	99.92		True
local misassembly
45064	105217	392244	452389	ec_ill_ec_contig15	contig_57	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452390	453621	ec_ill_ec_contig79	contig_57	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453622	514027	ec_ill_ec_contig31	contig_57	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514215	857390	ec_ill_ec_contig1	contig_57	99.97		True
local misassembly
343563	393863	857391	907684	ec_ill_ec_contig1	contig_57	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980623	907685	ec_ill_ec_contig16	contig_57	99.97		True
local misassembly
1	31383	1011996	980624	ec_ill_ec_contig16	contig_57	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015024	1011998	ec_ill_ec_contig65	contig_57	99.93		True
local misassembly
1	1463	1016890	1015428	ec_ill_ec_contig65	contig_57	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058427	1017161	ec_ill_ec_contig37	contig_57	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059345	1058428	ec_ill_ec_contig83	contig_57	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059346	1206821	ec_ill_ec_contig7	contig_57	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206822	1208745	ec_ill_ec_contig73	contig_57	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209307	1208746	ec_ill_ec_contig91	contig_57	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209308	1209952	ec_ill_ec_contig94	contig_57	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210206	1211934	ec_ill_ec_contig75	contig_57	99.71		True
local misassembly [fragmentation of reference genome]
22	507	1212383	1212868	ec_ill_ec_contig104	contig_57	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220838	1212936	ec_ill_ec_contig60	contig_57	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221960	1220839	ec_ill_ec_contig80	contig_57	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221961	1315345	ec_ill_ec_contig20	contig_57	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315346	1317272	ec_ill_ec_contig73	contig_57	99.5		True
indel: indel (> 5bp) [fragmentation of reference genome]
