S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207316	310075	1	102742	ec_ill_ec_contig2	contig_34	99.97		True
local misassembly
310191	312944	102743	105495	ec_ill_ec_contig2	contig_34	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303837	105585	ec_ill_ec_contig4	contig_34	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306809	303838	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1	1463	308669	307207	ec_ill_ec_contig65	contig_34	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309036	346329	ec_ill_ec_contig39	contig_34	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346425	346753	ec_ill_ec_contig104	contig_34	91.19		True
indel: indel (> 5bp)
384	502	346754	346872	ec_ill_ec_contig104	contig_34	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346945	392245	ec_ill_ec_contig15	contig_34	99.91		True
local misassembly
45064	105217	392260	452403	ec_ill_ec_contig15	contig_34	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452404	453635	ec_ill_ec_contig79	contig_34	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453636	514044	ec_ill_ec_contig31	contig_34	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514232	857410	ec_ill_ec_contig1	contig_34	99.97		True
local misassembly
343563	393863	857411	907705	ec_ill_ec_contig1	contig_34	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980648	907706	ec_ill_ec_contig16	contig_34	99.97		True
local misassembly
8	31383	1012021	980649	ec_ill_ec_contig16	contig_34	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4902	1015055	1012029	ec_ill_ec_contig65	contig_34	99.93		True
local misassembly
1	1463	1016921	1015459	ec_ill_ec_contig65	contig_34	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058457	1017192	ec_ill_ec_contig37	contig_34	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059376	1058458	ec_ill_ec_contig83	contig_34	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059377	1206849	ec_ill_ec_contig7	contig_34	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206850	1208773	ec_ill_ec_contig73	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209335	1208774	ec_ill_ec_contig91	contig_34	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209336	1209980	ec_ill_ec_contig94	contig_34	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210234	1211962	ec_ill_ec_contig75	contig_34	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212411	1212895	ec_ill_ec_contig104	contig_34	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220865	1212963	ec_ill_ec_contig60	contig_34	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221987	1220866	ec_ill_ec_contig80	contig_34	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221988	1315423	ec_ill_ec_contig20	contig_34	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315424	1317347	ec_ill_ec_contig73	contig_34	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317909	1317348	ec_ill_ec_contig91	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317910	1318534	ec_ill_ec_contig94	contig_34	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318535	1390377	ec_ill_ec_contig25	contig_34	99.91		True
local misassembly [fragmentation of reference genome]
1	5324	1395807	1390485	ec_ill_ec_contig64	contig_34	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396090	1412160	ec_ill_ec_contig53	contig_34	99.94		True
translocation
26703	27345	1412161	1412802	ec_ill_ec_contig46	contig_34	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412803	1413257	ec_ill_ec_contig101	contig_34	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415837	1413258	ec_ill_ec_contig70	contig_34	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416120	1418544	ec_ill_ec_contig72	contig_34	100.0		True
translocation
4875	5324	1418545	1418994	ec_ill_ec_contig64	contig_34	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419707	1419097	ec_ill_ec_contig25	contig_34	97.25		True
translocation
1	22687	1442393	1419708	ec_ill_ec_contig48	contig_34	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442394	1442953	ec_ill_ec_contig92	contig_34	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442954	1444309	ec_ill_ec_contig77	contig_34	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444822	1444310	ec_ill_ec_contig97	contig_34	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555899	1444823	ec_ill_ec_contig12	contig_34	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556084	1557545	ec_ill_ec_contig65	contig_34	99.86		True
local misassembly
1876	4847	1557866	1560837	ec_ill_ec_contig65	contig_34	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649283	1560838	ec_ill_ec_contig23	contig_34	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649687	1651148	ec_ill_ec_contig65	contig_34	99.79		True
local misassembly
1876	4902	1651561	1654590	ec_ill_ec_contig65	contig_34	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654809	1708491	ec_ill_ec_contig33	contig_34	99.98		True
local misassembly [fragmentation of reference genome]
1	71920	1708492	1780398	ec_ill_ec_contig24	contig_34	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780797	1782258	ec_ill_ec_contig65	contig_34	99.79		True
local misassembly
1876	4902	1782579	1785605	ec_ill_ec_contig65	contig_34	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790090	1785824	ec_ill_ec_contig66	contig_34	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790091	1791010	ec_ill_ec_contig83	contig_34	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821846	1791011	ec_ill_ec_contig43	contig_34	99.97		True
translocation
56	399	1822188	1821847	ec_ill_ec_contig6	contig_34	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822189	1823652	ec_ill_ec_contig65	contig_34	99.8		True
local misassembly
1876	4902	1823973	1826999	ec_ill_ec_contig65	contig_34	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1827001	1830011	ec_ill_ec_contig8	contig_34	99.95		True
indel: stretch of mismatches
3012	83127	1830012	1910014	ec_ill_ec_contig8	contig_34	99.84		True
local misassembly
82979	138617	1910205	1965838	ec_ill_ec_contig8	contig_34	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966391	1965906	ec_ill_ec_contig104	contig_34	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966487	1996735	ec_ill_ec_contig44	contig_34	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104654	1996927	ec_ill_ec_contig14	contig_34	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
