Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
MP_helen_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845363	0	0	16	0	0	19	6	7116	438	394	44	2474
MP_helen_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845435	0	0	16	0	0	19	6	7013	380	340	40	2379
MP_helen_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845364	0	0	16	0	0	19	6	7130	444	403	41	2417
MP_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845421	0	0	16	0	0	19	6	7004	442	401	41	2460
MP_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845426	0	0	16	0	0	19	6	7058	430	389	41	2439
MP_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845426	0	0	16	0	0	19	6	7061	429	389	40	2384
r1_medaka_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845430	0	0	16	0	0	19	6	7082	397	356	41	2363
r1_medaka_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845432	0	0	16	0	0	19	6	7120	410	371	39	2390
r1_medaka_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845434	0	0	16	0	0	19	6	6974	406	366	40	2335
r2_medaka_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845429	0	0	16	0	0	19	6	7059	389	348	41	2365
r2_medaka_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845433	0	0	16	0	0	19	6	7132	416	375	41	2425
r2_medaka_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845432	0	0	16	0	0	19	6	6861	400	361	39	2319
racon_r1_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845290	0	0	16	0	0	19	6	6608	605	564	41	2645
racon_r1_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845293	0	0	16	0	0	19	6	6435	582	545	37	2550
racon_r1_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845290	0	0	16	0	0	19	6	6479	557	522	35	2492
racon_r2_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2845315	0	0	16	0	0	19	6	6874	600	563	37	2617
racon_r2_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2845310	0	0	16	0	0	19	6	7045	635	596	39	2681
racon_r2_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2845306	0	0	16	0	0	19	6	6761	604	567	37	2536
raw_r10_bins_1	1	1	0	1	0	0	0	0	0	1	2843359	1	6	21	0	0	11	6	4268	3556	3520	36	6136
raw_r10_bins_2	1	1	0	1	0	0	0	0	0	1	2843856	1	6	20	0	0	10	6	4140	3565	3527	38	6267
raw_r10_bins_3	1	1	0	1	0	0	0	0	0	1	2843855	1	6	20	0	0	12	6	3934	3513	3479	34	5933
