Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
MP_helen_r10_bins_1	7	7	7	7	24069494	24069494	24069494	24069494	7	4765299	24069494	2958570	44.80	37.84	4045615	4765299	2845363	4765299	3	1	5	1	2	1	2992064	7	0	0	6	0 + 7 part	20949559	99.984	1.055	0.00	235.55	22.35	1569028	3119461	1569028	1410493	1	2
MP_helen_r10_bins_2	7	7	7	7	24072731	24072731	24072731	24072731	7	4765370	24072731	2958570	44.81	37.84	4045634	4765370	2845435	4765370	3	1	5	1	2	1	2992055	7	0	0	6	0 + 7 part	20952921	99.986	1.055	0.00	234.29	21.07	2022617	3118422	2022617	956030	1	2
MP_helen_r10_bins_3	7	7	7	7	24070272	24070272	24070272	24070272	7	4765301	24070272	2958570	44.80	37.84	4045636	4765301	2845364	4765301	3	1	5	1	2	1	2992078	7	0	0	6	0 + 7 part	20950876	99.984	1.055	0.00	233.18	22.11	1569034	3118922	1569034	1410501	1	2
MP_r10_bins_1	7	7	7	7	24075146	24075146	24075146	24075146	7	4765922	24075146	2958570	44.80	37.84	4045594	4765922	2845421	4765922	3	1	5	1	2	1	2992084	7	0	0	6	0 + 7 part	20956341	99.984	1.055	0.00	231.73	22.01	1569037	3118331	1569037	1410523	1	2
MP_r10_bins_2	7	7	7	7	24075931	24075931	24075931	24075931	7	4765391	24075931	2958570	44.80	37.84	4045608	4765391	2845426	4765391	3	1	5	1	2	1	2992059	7	0	0	6	0 + 7 part	20958826	99.986	1.054	0.00	226.96	20.83	2022620	3115717	2022620	956031	1	2
MP_r10_bins_3	7	7	7	7	24075224	24075224	24075224	24075224	7	4765920	24075224	2958570	44.80	37.84	4045601	4765920	2845426	4765920	3	1	5	1	2	1	2992095	7	0	0	6	0 + 7 part	20957201	99.984	1.054	0.00	229.77	22.08	1569036	3117549	1569036	1410535	1	2
r1_medaka_r10_bins_1	7	7	7	7	24072592	24072592	24072592	24072592	7	4765362	24072592	2958570	44.80	37.84	4045589	4765362	2845430	4765362	3	1	5	1	2	1	2992070	7	0	0	6	0 + 7 part	20953011	99.984	1.055	0.00	231.90	22.15	1569032	3119107	1569032	1410514	1	2
r1_medaka_r10_bins_2	7	7	7	7	24074864	24074864	24074864	24074864	7	4765395	24074864	2958570	44.80	37.84	4045607	4765395	2845432	4765395	3	1	5	1	2	1	2992047	7	0	0	6	0 + 7 part	20954417	99.986	1.055	0.00	235.58	22.69	2022616	3119060	2022616	956024	1	2
r1_medaka_r10_bins_3	7	7	7	7	24072788	24072788	24072788	24072788	7	4765360	24072788	2958570	44.80	37.84	4045601	4765360	2845434	4765360	3	1	5	1	2	1	2992077	7	0	0	6	0 + 7 part	20952911	99.984	1.055	0.00	233.01	21.91	1569034	3119403	1569034	1410519	1	2
r2_medaka_r10_bins_1	7	7	7	7	24064948	24064948	24064948	24064948	7	4765364	24064948	2958570	44.80	37.84	4045589	4765364	2845429	4765364	3	1	5	1	2	1	2992072	7	0	0	6	0 + 7 part	20946491	99.984	1.054	0.00	228.11	22.11	1569033	3117983	1569033	1410515	1	2
r2_medaka_r10_bins_2	7	7	7	7	24068153	24068153	24068153	24068153	7	4765350	24068153	2958570	44.80	37.84	4045605	4765350	2845433	4765350	3	1	5	1	2	1	2992049	7	0	0	6	0 + 7 part	20948236	99.986	1.055	0.00	233.65	21.88	2022615	3118530	2022615	956027	1	2
r2_medaka_r10_bins_3	7	7	7	7	24065807	24065807	24065807	24065807	7	4765359	24065807	2958570	44.80	37.84	4045604	4765359	2845432	4765359	3	1	5	1	2	1	2992076	7	0	0	6	0 + 7 part	20947143	99.984	1.055	0.00	229.80	21.71	1569033	3118190	1569033	1410519	1	2
racon_r1_r10_bins_1	7	7	7	7	24059729	24059729	24059729	24059729	7	4764643	24059729	2958570	44.79	37.84	4045233	4764643	2845290	4764643	3	1	5	1	2	1	2991922	7	0	0	6	0 + 7 part	20940672	99.984	1.055	0.00	231.59	30.74	1568975	3118583	1568975	1410424	1	2
racon_r1_r10_bins_2	7	7	7	7	24064644	24064644	24064644	24064644	7	4764770	24064644	2958570	44.79	37.84	4045287	4764770	2845293	4764770	3	1	5	1	2	1	2991946	7	0	0	6	0 + 7 part	20945302	99.986	1.055	0.00	231.99	31.01	2022540	3117974	2022540	956018	1	2
racon_r1_r10_bins_3	7	7	7	7	24059333	24059333	24059333	24059333	7	4764652	24059333	2958570	44.79	37.84	4045256	4764652	2845290	4764652	3	1	5	1	2	1	2991934	7	0	0	6	0 + 7 part	20941576	99.984	1.054	0.00	226.49	31.48	1568946	3117285	1568946	1410468	1	2
racon_r2_r10_bins_1	7	7	7	7	24055079	24055079	24055079	24055079	7	4764716	24055079	2958570	44.79	37.84	4045364	4764716	2845315	4764716	3	1	5	1	2	1	2991954	7	0	0	6	0 + 7 part	20936510	99.984	1.055	0.00	229.83	29.72	1568967	3118095	1568967	1410464	1	2
racon_r2_r10_bins_2	7	7	7	7	24060632	24060632	24060632	24060632	7	4764723	24060632	2958570	44.79	37.84	4045333	4764723	2845310	4764723	3	1	5	1	2	1	2991964	8	0	0	6	0 + 7 part	20941874	99.986	1.055	0.00	231.18	28.37	2022543	3117370	2022543	956010	1	2
racon_r2_r10_bins_3	7	7	7	7	24052503	24052503	24052503	24052503	7	4764656	24052503	2958570	44.79	37.84	4045318	4764656	2845306	4764656	3	1	5	1	2	1	2991975	7	0	0	6	0 + 7 part	20934991	99.984	1.054	0.00	226.35	29.62	1568978	3117040	1568978	1410473	1	2
raw_r10_bins_1	8	8	8	8	30847938	30847938	30847938	30847938	8	6787702	30847938	2958570	49.48	37.84	4755983	6787702	2990633	6787702	3	1	5	1	2	1	2990633	12	0	0	7	0 + 8 part	27788635	99.983	1.034	0.00	145.74	115.78	1568349	3058865	1568349	1409713	1	2
raw_r10_bins_2	8	8	8	8	30850309	30850309	30850309	30850309	8	6787718	30850309	2958570	49.48	37.84	4756088	6787718	2990279	6787718	3	1	5	1	2	1	2990279	13	0	0	7	0 + 8 part	27793928	99.977	1.034	0.00	141.18	114.10	2021412	3055011	2021412	955493	1	2
raw_r10_bins_3	8	8	8	8	30849039	30849039	30849039	30849039	8	6788614	30849039	2958570	49.48	37.84	4755683	6788614	2990261	6788614	3	1	5	1	2	1	2990261	13	0	0	7	0 + 8 part	27794257	99.975	1.033	0.00	137.40	115.05	1568099	3054354	1568099	1409675	1	2
